,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month, funded_quarter ,funded_year, raised_amount_usd ,Unnamed: 16
79147,/organization/voltdb,VoltDB,|Big Data|Databases|Analytics|,Big Data,USA,MA,Boston,Bedford,/funding-round/cb057d44362b8e424d5d3296e32dd527,venture,B,2014-03-14,2014-03, 2014-Q1 ,2014.0," 8,000,000 ",
10241,/organization/boku,"Boku, Inc.",|Mobile Payments|Mobile|,Mobile,DEU,,Munich,Munich,/funding-round/de64d622995fea13949b4b49ca2adbf4,seed,,2008-10-01,2008-10, 2008-Q4 ,2008.0,,
6714,/organization/autology-world,Autology World,|Education|,Education,GBR,,Daresbury,Daresbury,/funding-round/ab0dc3b2ad846a46876961a631cf1527,undisclosed,,2012-05-18,2012-05, 2012-Q2 ,2012.0," 522,000 ",
35214,/organization/insightec,InSightec,|Medical Devices|Health Care|,Medical Devices,USA,TX,Dallas,Dallas,/funding-round/62f35b821052cdf5b05b2002eef8ba6a,venture,C,2012-12-11,2012-12, 2012-Q4 ,2012.0," 30,900,000 ",
48114,/organization/naturebox,NatureBox,|Retail|E-Commerce|,Retail,USA,CA,SF Bay Area,San Carlos,/funding-round/165c8a113ae9c1cec70602b267b4f687,seed,,2012-12-12,2012-12, 2012-Q4 ,2012.0," 2,000,000 ",
62566,/organization/sazze,Sazze,|Advertising|,Advertising,USA,CA,SF Bay Area,Santa Clara,/funding-round/d59315db0ffe97530687e6d562d26ac5,seed,,2011-01-01,2011-01, 2011-Q1 ,2011.0," 330,000 ",
65453,/organization/simworx,Simworx,|Games|,Games,GBR,,Birmingham,Birmingham,/funding-round/34aa2e60fbdb8f4129da8ad6fe47f415,undisclosed,,2012-04-25,2012-04, 2012-Q2 ,2012.0,,
10261,/organization/bolt-3,Bolt,|Software|,Software,,,,,/funding-round/0d348e06585d864ddf2f9a243656a5e3,seed,,2013-02-01,2013-02, 2013-Q1 ,2013.0," 16,000 ",
78695,/organization/vistagen-therapeutics,VistaGen Therapeutics,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/funding-round/3bab3c46e0d4c7fba6b7c155c803bf25,undisclosed,,2014-07-02,2014-07, 2014-Q3 ,2014.0," 1,570,000 ",
44965,/organization/midnight-studios,Midnight Studios,|Games|,Games,USA,TX,Austin,Round Rock,/funding-round/9e1153442d5a97020b9b6e2dcc99f713,venture,,2011-07-06,2011-07, 2011-Q3 ,2011.0," 541,680 ",
68248,/organization/devicevm,"Splashtop, Inc",|Environmental Innovation|Internet|Software|,Software,USA,CA,SF Bay Area,San Jose,/funding-round/417e9b282d13be6acec59546cf978e25,venture,B,2007-10-10,2007-10, 2007-Q4 ,2007.0," 10,000,000 ",
35518,/organization/integrated-ordering-systems,Integrated Ordering Systems,|Customer Service|Hospitality|,Hospitality,USA,UT,Salt Lake City,Draper,/funding-round/ae6ef6261f93ffb61a2f316d7097b4f7,venture,,2013-11-27,2013-11, 2013-Q4 ,2013.0," 750,000 ",
64129,/organization/sevone,"SevOne, Inc.",|Networking|Software|,Software,USA,DE,"Wilmington, Delaware",Wilmington,/funding-round/6b60c45d58b746de68cb4787f38ae2ca,venture,B,2009-04-22,2009-04, 2009-Q2 ,2009.0," 2,000,000 ",
14551,/organization/circulite,CircuLite,|Health Care|,Health Care,USA,NJ,Newark,Teaneck,/funding-round/64732c40f8ee7eabeba8c696efa8dc1d,venture,C,2010-01-05,2010-01, 2010-Q1 ,2010.0," 32,500,000 ",
29119,/organization/gill-business-systems,GillBus,|E-Commerce|Travel|Public Transportation|,Travel,UKR,,Kiev,Kiev,/funding-round/5ff535b5454d077214d0d1c84a62addc,venture,A,2014-06-10,2014-06, 2014-Q2 ,2014.0," 3,000,000 ",
51397,/organization/ongo,Ongo,|News|,News,USA,CA,SF Bay Area,Cupertino,/funding-round/95afb0bf4c05c058d39be500d42c30d1,venture,,2010-09-29,2010-09, 2010-Q3 ,2010.0," 12,000,000 ",
16208,/organization/coloraderdam,Coloraderdam®,,,USA,CO,Grand Junction,Grand Junction,/funding-round/89edcd87747d9e5d4f7800c7ec434ae2,equity_crowdfunding,,2014-04-19,2014-04, 2014-Q2 ,2014.0,,
9928,/organization/blue-photo-stories,Blue Photo Stories,,,USA,HI,Honolulu,Honolulu,/funding-round/268ba027859cbe66d5f53d19168a9778,seed,,2013-10-16,2013-10, 2013-Q4 ,2013.0," 20,000 ",
73143,/organization/think-passenger,Think Passenger,|Market Research|Technology|Customer Service|Sales and Marketing|Social Media|,Technology,,,,,/funding-round/2291553df12ca3bc6d0b225eff4e4dde,venture,B,2007-07-13,2007-07, 2007-Q3 ,2007.0," 8,300,000 ",
25868,/organization/fidusnet,FidusNet,,,USA,NY,New York City,Hawthorne,/funding-round/adb2a4811570512c99376becf13a0e33,venture,,2010-02-16,2010-02, 2010-Q1 ,2010.0," 1,100,000 ",
74774,/organization/treehouse,Treehouse,|Android|iOS|Web Design|Web Development|Education|,iOS,USA,OR,"Portland, Oregon",Portland,/funding-round/8399e91177029529ddc600007d2f99a3,venture,B,2013-04-10,2013-04, 2013-Q2 ,2013.0," 7,000,000 ",
52597,/organization/ownersabroad-org,OwnersAbroad.org,|Vacation Rentals|Online Rental|Travel|E-Commerce|,Online Rental,GBR,,GBR - Other,,/funding-round/a65b8d85369f49925414911d71d671d3,seed,,2011-11-30,2011-11, 2011-Q4 ,2011.0," 40,000 ",
52067,/organization/orchard,Orchard Platform,|Finance Technology|Crowdfunding|Peer-to-Peer|,Peer-to-Peer,USA,NY,New York City,New York,/funding-round/2a3a130824c6fb32191afa6690bed5e5,venture,A,2014-10-21,2014-10, 2014-Q4 ,2014.0," 12,000,000 ",
12345,/organization/capnia,CAPNIA,|Health Care|Health and Wellness|Gas|Medical|Biotechnology|,Health Care,USA,CA,SF Bay Area,Palo Alto,/funding-round/1e1bf72aa0d5657e75d52f9db4ed3756,venture,B,2004-05-03,2004-05, 2004-Q2 ,2004.0," 12,000,000 ",
73412,/organization/ticket-hoy,Ticket Hoy,|Theatre|Music|Mobile|E-Commerce|,E-Commerce,ARG,,Buenos Aires,Buenos Aires,/funding-round/1f3dbc5a774851a8d9260f6e3b424924,seed,,2013-09-01,2013-09, 2013-Q3 ,2013.0," 25,000 ",
27608,/organization/frontier-silicon,Frontier Silicon,|Semiconductors|,Semiconductors,GBR,,Watford,Watford,/funding-round/0906f39d7b19f903b34495a2a03943b1,venture,,2005-02-28,2005-02, 2005-Q1 ,2005.0," 28,000,000 ",
62840,/organization/scoot-networks,Scoot Networks,|Public Transportation|,Public Transportation,USA,CA,SF Bay Area,San Francisco,/funding-round/78d50a00437d5d1e12f0b23131d121ed,seed,,2012-09-12,2012-09, 2012-Q3 ,2012.0," 550,000 ",
56479,/organization/prepared-response,Prepared Response,|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Kirkland,/funding-round/16ab4995a186e34337a1f2887329decd,debt_financing,,2013-05-01,2013-05, 2013-Q2 ,2013.0," 60,000 ",
73726,/organization/tipranks,TipRanks,|SEO|Stock Exchanges|Finance|,SEO,ISR,,Tel Aviv,Tel Aviv,/funding-round/687b0055e0fb908b6d9aedf151872ee6,venture,A,2014-07-22,2014-07, 2014-Q3 ,2014.0," 3,000,000 ",
78699,/organization/vistagen-therapeutics,VistaGen Therapeutics,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/funding-round/4277646a17bbc53661f4d166c45a6905,venture,,2008-12-22,2008-12, 2008-Q4 ,2008.0," 1,000,000 ",
22516,/organization/eglue-business-technologies,Eglue Business Technologies,|Software|,Software,GBR,,London,London,/funding-round/7338541e40970ff251bed6f811570c38,venture,,2008-04-14,2008-04, 2008-Q2 ,2008.0," 12,000,000 ",
79985,/organization/webcurfew,WebCurfew,|Internet of Things|Home Automation|Finance|Curated Web|,Finance,USA,IL,Chicago,Chicago,/funding-round/e1b44adfd040fb3bb7c5a730208ebd49,debt_financing,,2014-04-20,2014-04, 2014-Q2 ,2014.0, -   ,
35134,/organization/inpria-corporation,Inpria Corporation,|Manufacturing|,Manufacturing,USA,OR,"Salem, Oregon",Corvallis,/funding-round/a3da4687c302803fb0ff184549209d8e,seed,,2011-01-01,2011-01, 2011-Q1 ,2011.0," 1,160,000 ",
39360,/organization/kula-causes,Kula Causes,|QR Codes|Incentives|Charity|Loyalty Programs|Nonprofits|,QR Codes,USA,CO,Denver,Denver,/funding-round/d6fd9efc78574fdf45878911b2042058,angel,,2012-03-31,2012-03, 2012-Q1 ,2012.0," 1,100,000 ",
82330,/organization/yieldmo,Yieldmo,|Mobile|Advertising|,Advertising,USA,NY,New York City,New York,/funding-round/ab6553e20ef8cc1ac6f597fafea29375,venture,C,2014-10-22,2014-10, 2014-Q4 ,2014.0," 10,000,000 ",
57348,/organization/proteus-biomedical-inc,Proteus Biomedical,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Redwood City,/funding-round/2ef1963d33da15f3877efe3932e218a3,venture,,2012-05-16,2012-05, 2012-Q2 ,2012.0," 17,500,000 ",
56301,/organization/pps,PPS,|Photography|,Photography,CHN,,CHN - Other,,/funding-round/785f5af178fb155bb23433c1753b422a,venture,B,2008-01-01,2008-01, 2008-Q1 ,2008.0," 20,000,000 ",
4728,/organization/apogee-informatics,Apogee Informatics,|Software|,Software,USA,OR,"Portland, Oregon",Portland,/funding-round/265b8e65f1c8ec1e0dc9ccd36fb68ae8,venture,,2011-10-25,2011-10, 2011-Q4 ,2011.0," 15,000 ",
37100,/organization/javelin-semiconductor,Javelin Semiconductor,|Semiconductors|,Semiconductors,USA,TX,Austin,Austin,/funding-round/1a5e9cb3c4323dd021a6ec106ce654d9,venture,,2010-03-11,2010-03, 2010-Q1 ,2010.0," 6,213,250 ",
46623,/organization/solar-mosaic,Mosaic,|Marketplaces|Crowdfunding|Finance|Solar|Clean Energy|Clean Technology|,Solar,USA,CA,SF Bay Area,Oakland,/funding-round/f0c3b3797f810958f3f24f56ff0ca6b6,venture,A,2012-05-31,2012-05, 2012-Q2 ,2012.0," 2,500,000 ",
82283,/organization/yesvideo,YesVideo,|Video|Curated Web|,Video,USA,CA,SF Bay Area,Santa Clara,/funding-round/3c052f37eba131ecd8fcb0088ef15b17,venture,,2004-03-01,2004-03, 2004-Q1 ,2004.0," 3,280,000 ",
68945,/organization/startup-network-2,Startup Network,|Data Visualization|Big Data Analytics|,Big Data Analytics,ITA,,ITA - Other,,/funding-round/b810059d01e02be3dd05b244c5d1a8ec,grant,,2012-11-12,2012-11, 2012-Q4 ,2012.0," 31,777 ",
1528,/organization/activiews,ActiViews,|Health Care|,Health Care,ISR,,Tel Aviv,Haifa,/funding-round/bc1a1bcbbce85cb7bb006d2166e653cb,venture,A,2007-11-13,2007-11, 2007-Q4 ,2007.0," 5,000,000 ",
24537,/organization/evocalize,Evocalize,|Consulting|,Consulting,USA,WA,Seattle,Seattle,/funding-round/449e1ca3b9e338912bf3b2e404eb20fc,venture,A,2014-01-16,2014-01, 2014-Q1 ,2014.0," 3,000,000 ",
79668,/organization/warp-drive-bio,Warp Drive Bio,|Search|,Search,BRA,,Sao Paulo,São Paulo,/funding-round/34c999418fd7a9eab4697a9b16e59d32,private_equity,,2012-01-11,2012-01, 2012-Q1 ,2012.0," 125,000,000 ",
73184,/organization/thinkorswim-group,Thinkorswim Group,|Financial Services|,Financial Services,USA,IL,Chicago,Chicago,/funding-round/ce3f5f35a79de59499cdc0e971c0a4e6,undisclosed,,2004-05-26,2004-05, 2004-Q2 ,2004.0," 22,500,000 ",
12113,/organization/cambrooke-foods,Cambrooke Foods,,,USA,MA,Boston,Ayer,/funding-round/1fdd2b512721859df360e3a11a4fdff8,venture,,2011-02-17,2011-02, 2011-Q1 ,2011.0," 10,025,000 ",
36825,/organization/ivillage,iVillage,|Women|News|,Women,USA,NY,New York City,New York,/funding-round/bde06cfdc125a2ccaa4dfdfb019b1167,undisclosed,,2001-02-06,2001-02, 2001-Q1 ,2001.0,,
77320,/organization/vcnc,VCNC,|SNS|Mobile|Software|,SNS,KOR,,Seoul,Seoul,/funding-round/ceee47406e2a14e923aca5540958f8b4,undisclosed,,2014-02-09,2014-02, 2014-Q1 ,2014.0,,
74844,/organization/trendslide,Trendslide,|Business Intelligence|Mobile|,Mobile,USA,NH,"Manchester, New Hampshire",Manchester,/funding-round/5038989528a841b5afa3a34ca5df471e,angel,,2011-08-01,2011-08, 2011-Q3 ,2011.0," 25,000 ",
1658,/organization/adaptics,Adaptics,|Hardware|Apps|Mobile|,Apps,FRA,,Picardie,Irles,/funding-round/ba38027d5c1ef0720750e76ccc401f75,seed,,2011-09-01,2011-09, 2011-Q3 ,2011.0,,
68680,/organization/square,Square,|Hardware + Software|Finance|Analytics|P2P Money Transfer|Mobile Payments|Mobile|,P2P Money Transfer,USA,CA,SF Bay Area,San Francisco,/funding-round/bad4b2b5b5556005788c1b61959e93d5,venture,D,2012-09-17,2012-09, 2012-Q3 ,2012.0," 200,000,000 ",
31607,/organization/health-news,Health News,|Software|,Software,USA,NV,Las Vegas,Las Vegas,/funding-round/e5e03ef3ad437b007e63263ea3b7315d,venture,,2011-04-28,2011-04, 2011-Q2 ,2011.0," 1,000,000 ",
50513,/organization/o2-medtech,O2 Medtech,|Health Care|,Health Care,USA,CA,SF Bay Area,Los Altos,/funding-round/1a0dc51e8f40235265c16c4dd3a9ba28,venture,,2010-05-18,2010-05, 2010-Q2 ,2010.0," 2,000,000 ",
15237,/organization/clinicalbox,ClinicalBox,|Software|,Software,USA,MA,Boston,Waltham,/funding-round/5f292955fbd986522da2f5459153dcc1,convertible_note,,2012-06-30,2012-06, 2012-Q2 ,2012.0," 1,675,000 ",
61102,/organization/ritter-pharmaceuticals,Ritter Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,Los Angeles,Los Angeles,/funding-round/05a6ea1d8470226f7fa943ff836c3bc3,venture,,2009-08-17,2009-08, 2009-Q3 ,2009.0," 1,000,000 ",
56103,/organization/postedin,PostedIn,|Social Media|,Social Media,,,,,/funding-round/f1049a799b10470593ed1f1320234813,seed,,2012-11-08,2012-11, 2012-Q4 ,2012.0," 40,000 ",
34142,/organization/imove,iMove,|Video|Hardware + Software|,Video,USA,OR,"Portland, Oregon",Portland,/funding-round/4f7e0c8d6d4ee14b4d660f64c73c147b,debt_financing,,2011-02-25,2011-02, 2011-Q1 ,2011.0," 614,440 ",
2130,/organization/advanced-biohealing,Advanced BioHealing,|Biotechnology|,Biotechnology,USA,CT,Hartford,Westport,/funding-round/c098a6f37aeeb312dd75af39e7ffcbb9,venture,B,2005-11-21,2005-11, 2005-Q4 ,2005.0," 8,000,000 ",
52165,/organization/origami-logic,Origami Logic,|Analytics|,Analytics,USA,CA,SF Bay Area,Menlo Park,/funding-round/8c1a373d85b13e38d9e99a6a0b8b2855,venture,A,2012-11-13,2012-11, 2012-Q4 ,2012.0," 9,300,000 ",
69911,/organization/sun-biopharma,Sun BioPharma,|Biotechnology|,Biotechnology,USA,FL,Jacksonville,Ponte Vedra Beach,/funding-round/ff0a7cf0028d0cf3f791337c70293880,venture,,2012-02-25,2012-02, 2012-Q1 ,2012.0," 548,898 ",
28218,/organization/garlik,Garlik,|Internet|Identity|Media|Personalization|Finance|Fraud Detection|Software|,Internet,GBR,,London,Richmond,/funding-round/39421b78a3649fd0077103cb6d286dcb,venture,,2008-06-01,2008-06, 2008-Q2 ,2008.0," 5,000,000 ",
60886,/organization/richard-pauer-3p,Richard Pauer - 3P,|Gold|Chemicals|Jewelry|E-Commerce|,Chemicals,SVK,,Kosice,Kosice,/funding-round/248264ff1471c93b3288192132cae09d,venture,,2009-01-01,2009-01, 2009-Q1 ,2009.0," 4,500,000 ",
7063,/organization/avos,AVOS Systems,|Search|Video Streaming|Software|,Software,USA,CA,SF Bay Area,San Mateo,/funding-round/15f9a6ba61dc8f141e349803c897ae75,venture,A,2012-04-27,2012-04, 2012-Q2 ,2012.0,,
28997,/organization/gideen,GIDEEN,|Publishing|Distribution|Digital Rights Management|Licensing|Digital Entertainment|Music|,Distribution,USA,CA,Los Angeles,Malibu,/funding-round/ba79cc37333db10a69949560f2702085,angel,,2014-05-10,2014-05, 2014-Q2 ,2014.0," 100,000 ",
8092,/organization/bee-there,Bee There,|Social Network Media|,Social Network Media,USA,CA,SF Bay Area,Palo Alto,/funding-round/e3fb70158f182dae63da350442d0c952,seed,,2014-03-15,2014-03, 2014-Q1 ,2014.0,,
42946,/organization/map2app,"map2app, Inc.",|Software|Android|iPhone|Collaboration|Apps|Mobile|,Android,USA,CA,SF Bay Area,San Francisco,/funding-round/fb3541de0d5185d49424229682514397,angel,,2013-03-01,2013-03, 2013-Q1 ,2013.0," 35,000 ",
26127,/organization/fireeye,FireEye,|Network Security|Security|,Network Security,USA,CA,SF Bay Area,Milpitas,/funding-round/37dae241c4d7ea658fe3f8a38cdc408d,undisclosed,,2009-11-18,2009-11, 2009-Q4 ,2009.0,,
63911,/organization/sequella,Sequella,|Biotechnology|,Biotechnology,USA,MD,"Washington, D.C.",Rockville,/funding-round/d32edecf0e26bb0d88163ece4e1722b2,venture,A,2008-06-15,2008-06, 2008-Q2 ,2008.0," 720,097 ",
24053,/organization/essential-viewing,Essential Viewing,|Enterprise Software|,Enterprise Software,GBR,,Glasgow,Glasgow,/funding-round/f99de3bcfcc1fc8c841b458e798eca67,seed,,2001-11-11,2001-11, 2001-Q4 ,2001.0," 2,180,175 ",
27099,/organization/for-to-do,for; to (do),,,USA,CA,SF Bay Area,Sunnyvale,/funding-round/da2ecf23e6c7f4a76b1ca9da05df48a4,seed,,2001-01-01,2001-01, 2001-Q1 ,2001.0,,
52194,/organization/ormet-circuits,Ormet Circuits,|Semiconductors|Electronics|Material Science|,Material Science,USA,CA,San Diego,San Diego,/funding-round/58896f6f2d9763aa606ccb54da3b7bd2,seed,,2012-09-24,2012-09, 2012-Q3 ,2012.0," 1,000,000 ",
67049,/organization/solar-environmental-technologies,Solar & Environmental Technologies,|Clean Technology|,Clean Technology,CHN,,Tianjin,Tianjin,/funding-round/7deca602a9c4c5300210eea96c57d0af,venture,A,2009-07-01,2009-07, 2009-Q3 ,2009.0," 3,000,000 ",
43681,/organization/medaxion,Medaxion,|Biotechnology|,Biotechnology,USA,TN,Nashville,Nashville,/funding-round/bdef34f25cdab09059faeea1b90b41c3,seed,,2011-09-20,2011-09, 2011-Q3 ,2011.0," 1,043,343 ",
20696,/organization/divvycloud,DivvyCloud,|Software|,Software,USA,VA,"Washington, D.C.",Mclean,/funding-round/5b0d093456f973111884bd9ba1197fe8,seed,,2013-09-13,2013-09, 2013-Q3 ,2013.0,,
10725,/organization/brainbot,BrainBot,|Health and Wellness|,Health and Wellness,USA,CA,SF Bay Area,San Francisco,/funding-round/92bb565f3d408c1623ee45a32b2c5676,seed,,2011-05-01,2011-05, 2011-Q2 ,2011.0," 20,000 ",
28643,/organization/genmab,Genmab,|Biotechnology|,Biotechnology,DNK,,Copenhagen,Copenhagen,/funding-round/1f8644e23344357f56f7cbdd37cae510,venture,,2009-10-01,2009-10, 2009-Q4 ,2009.0," 23,000,000 ",
55439,/organization/playnomics,Playnomics,|Big Data|Predictive Analytics|Apps|Mobile|,Big Data,USA,CA,SF Bay Area,San Francisco,/funding-round/1c7969921373bbfe1a0bb7b71ee77390,venture,,2009-12-16,2009-12, 2009-Q4 ,2009.0," 1,000,000 ",
34503,/organization/indooratlas,IndoorAtlas,|Indoor Positioning|Mobile|,Indoor Positioning,USA,CA,SF Bay Area,Mountain View,/funding-round/7dfe6f1ec3e2bdc393f49a567c4dbbbc,seed,,2013-04-01,2013-04, 2013-Q2 ,2013.0," 640,000 ",
40878,/organization/lingoking,lingoking GmbH,|Translation|Messaging|,Messaging,DEU,,Munich,Munich,/funding-round/3b7303ccc9c921514b872bf52383c7a2,equity_crowdfunding,,2012-02-02,2012-02, 2012-Q1 ,2012.0," 131,341 ",
17355,/organization/coronado-biosciences,Coronado Biosciences,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,WA,Seattle,Seattle,/funding-round/0d7bb51c2554e44185341102fb4f5ba2,venture,C,2010-07-16,2010-07, 2010-Q3 ,2010.0," 3,900,000 ",
48391,/organization/neocutis,Neocutis,,,,,,,/funding-round/ecbd06e6bcaaf543d2f0debc85d10cc1,venture,A,2004-06-01,2004-06, 2004-Q2 ,2004.0,,
62797,/organization/scint-x,Scint-X,|Hardware + Software|,Hardware + Software,SWE,,Stockholm,Stockholm,/funding-round/77d9109b65ebcdaa37ad743b9dc2605b,undisclosed,,2011-05-05,2011-05, 2011-Q2 ,2011.0," 1,633,620 ",
7782,/organization/barriga-foods,Barriga Foods,|Hospitality|,Hospitality,USA,SC,Greenville - Spartanburg,Greenville,/funding-round/ddc2317bdf8b73501fb178f6f9882b88,equity_crowdfunding,,2014-07-25,2014-07, 2014-Q3 ,2014.0," 15,000 ",
65300,/organization/banksimple,Simple,|Finance|Banking|Enterprise Software|,Finance,USA,OR,"Portland, Oregon",Portland,/funding-round/b828e97e562816f7dd61ee3f7e08d030,venture,B,2011-08-10,2011-08, 2011-Q3 ,2011.0," 10,000,000 ",
20709,/organization/dixon-technologies,Dixon Technologies,|Hardware + Software|,Hardware + Software,IND,,New Delhi,Noida,/funding-round/4706b97ec7264fc01c951a6c0c8de6b9,venture,,2008-04-28,2008-04, 2008-Q2 ,2008.0," 9,350,000 ",
35495,/organization/integrate,Integrate,|Software|,Software,USA,AZ,Phoenix,Scottsdale,/funding-round/928b28aebb3f2af3059f44aff349f654,venture,B,2012-03-21,2012-03, 2012-Q1 ,2012.0," 11,000,000 ",
32133,/organization/hi-tech-solutions,Hi-Tech Solutions,|Software|,Software,ISR,,Tel Aviv,Rishon Le Zion,/funding-round/9750cd57faf46ab793e9f62c0832595f,venture,B,2008-01-02,2008-01, 2008-Q1 ,2008.0," 3,000,000 ",
56576,/organization/presto-engineering,Presto Engineering,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/funding-round/d717c798b8f57cd3397cc79ff33e0fa9,venture,,2011-01-21,2011-01, 2011-Q1 ,2011.0," 6,000,000 ",
96,/organization/15five,15Five,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/funding-round/510827fe635f2c65dffb69884763dfc6,seed,,2014-10-02,2014-10, 2014-Q4 ,2014.0," 2,200,000 ",
26155,/organization/firescope,FireScope,|Internet|IT Management|Software|,Software,USA,CA,Anaheim,Huntington Beach,/funding-round/3ebed078a671cf1c4b401de244eb4242,venture,,2009-11-25,2009-11, 2009-Q4 ,2009.0," 1,500,000 ",
74425,/organization/traffix-systems,Traffix Systems,|Web Hosting|,Web Hosting,ISR,,Tel Aviv,Hod Hasharon,/funding-round/99b056722b36c01641cf34b5d036e66e,venture,A,2011-11-02,2011-11, 2011-Q4 ,2011.0," 7,000,000 ",
8253,/organization/bell-boardz,Bell Boardz,|Kids|Games|,Games,USA,NY,New York City,New York,/funding-round/ef45d01e515342c0863b0eaf06a24373,equity_crowdfunding,,2013-12-15,2013-12, 2013-Q4 ,2013.0,,
22061,/organization/eco-products,Eco Products,|Clean Technology|,Clean Technology,USA,CO,Denver,Boulder,/funding-round/a92ce1fbd7225af33fe47953ec945d7d,debt_financing,,2009-05-29,2009-05, 2009-Q2 ,2009.0," 2,000,000 ",
11768,/organization/c-b4,C-B4,|Productivity Software|,Productivity Software,ISR,,Tel Aviv,Herzliya,/funding-round/90aca98759280cae8c3fc43a4ab453d8,venture,,2014-10-12,2014-10, 2014-Q4 ,2014.0," 6,000,000 ",
71219,/organization/talon-therapeutics,TALON THERAPEUTICS,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/funding-round/f843b60bf2266ce3da92eb54f8ba733d,venture,,2012-01-11,2012-01, 2012-Q1 ,2012.0," 10,315,800 ",
16329,/organization/commex-technologies,Commex Technologies,|Networking|Semiconductors|,Semiconductors,ISR,,Tel Aviv,Tel Aviv,/funding-round/68a048a538043ba138fde40d7813394f,venture,A,2007-01-08,2007-01, 2007-Q1 ,2007.0," 8,000,000 ",
73312,/organization/thrillist-media-group,Thrillist Media Group,|Travel|Technology|Fashion|Lifestyle|News|,Technology,USA,NY,New York City,New York,/funding-round/0c6d957f4c23b1ee790f216c6051865c,venture,A,2012-08-16,2012-08, 2012-Q3 ,2012.0," 13,100,000 ",
