,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,investor_permalink,investor_name,investor_category_list,investor_market,investor_country_code,investor_state_code,investor_region,investor_city,funding_round_permalink,funding_round_type,funding_round_code,funded_at,funded_month,funded_quarter,funded_year,raised_amount_usd
33351,/organization/eventials,Eventials,|Events|Curated Web|,Curated Web,BRA,,Sao Paulo,São Paulo,/organization/finep,FINEP,,,BRA,,Rio de Janeiro,Rio De Janeiro,/funding-round/fcaadb9fb182c93b66e8171b16e263c1,seed,,2009-12-01,2009-12,2009-Q4,2009," 90,000 "
62681,/organization/evernote,Evernote,|Software|,Software,USA,CA,SF Bay Area,Redwood City,/organization/allen-and-company,Allen & Company,|Banking|Finance|,Finance,USA,NY,New York City,New York,/funding-round/d3d1087c059ca67ad08768f97d766bf2,venture,D,2012-05-03,2012-05,2012-Q2,2012," 70,000,000 "
29307,/organization/etonkids,Etonkids,|Education|,Education,CHN,,Beijing,Beijing,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/677577cc68a5529a82ca1ace2280f548,venture,A,2009-05-01,2009-05,2009-Q2,2009,
36994,/organization/knewton,Knewton,|Colleges|Machine Learning|Education|,Education,USA,NY,New York City,New York,/organization/first-round-capital,First Round,,,USA,CA,SF Bay Area,San Francisco,/funding-round/84245a8c035235fbe2278bbed5231c75,venture,C,2010-04-19,2010-04,2010-Q2,2010," 12,500,000 "
82186,/organization/crowdmed,CrowdMed,|Crowdsourcing|Software|Health Care|Health and Wellness|,Health and Wellness,USA,CA,SF Bay Area,San Francisco,/organization/khosla-ventures,Khosla Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/e0b7711161e0033386be4c1db50babcd,seed,,2013-06-06,2013-06,2013-Q2,2013," 1,200,000 "
49208,/organization/small-demons,Small Demons,|Curated Web|,Curated Web,,,,,/person/tim-kendall,Tim Kendall,,,,,,,/funding-round/c775a1830ebea7c63cb85df31ff041f9,venture,A,2011-06-01,2011-06,2011-Q2,2011," 1,150,000 "
38348,/organization/blazent,Blazent,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,San Mateo,/organization/catamount-ventures,Catamount Ventures,,,USA,CA,SF Bay Area,San Francisco,/funding-round/169c34bfadfcfbc2608ce7f1b334249c,venture,,2010-06-10,2010-06,2010-Q2,2010," 10,000,000 "
40660,/organization/fashion-one,Fashion One,|Games|,Games,,,,,/organization/bigfoot-ventures,Bigfoot Ventures,,,HKG,,Hong Kong,Causeway Bay,/funding-round/eefce0b159c4109e102a9794fd6fbf0b,venture,B,2010-09-06,2010-09,2010-Q3,2010," 14,000,000 "
103659,/organization/thefamily,TheFamily,|Startups|,Startups,FRA,,Paris,Paris,/organization/index-ventures,Index Ventures,,,CHE,,Geneva,Geneva,/funding-round/29ab06a7deaaa4b357cfa27d774588cc,venture,,2014-05-23,2014-05,2014-Q2,2014," 1,000,000 "
52852,/organization/crescendo-bioscience,Crescendo Bioscience,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/36e9318aaf5199bd4928432bf08772ea,venture,C,2011-09-08,2011-09,2011-Q3,2011," 56,000,000 "
108222,/organization/bitglass,Bitglass,|Mobile|Cloud Security|,Cloud Security,USA,CA,SF Bay Area,Campbell,/organization/singtel-innov8,SingTel Innov8,,,SGP,,Singapore,Singapore,/funding-round/92bbc35a88ecc4f7601f61d0679dbc66,venture,B,2014-08-05,2014-08,2014-Q3,2014," 25,000,000 "
93985,/organization/crew,Crew,|Mobile|iPhone|Social Media|Curated Web|,Mobile,CAN,QC,Montreal,Montréal,/organization/boldstart-ventures,BOLDstart Ventures,,,USA,NY,New York City,New York,/funding-round/737bbc9bbab8c02350c6f7d99eadc9eb,seed,,2013-12-17,2013-12,2013-Q4,2013," 2,100,000 "
41990,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,/organization/u-s-army,U.S. Army,,,,,,,/funding-round/021209652849100bc2dda7b838219030,grant,,2010-10-21,2010-10,2010-Q4,2010," 1,600,000 "
23533,/organization/allied-resource-corporation,Allied Resource Corporation,|Clean Technology|,Clean Technology,USA,PA,Philadelphia,Wayne,/organization/pacific-corporate-group,Pacific Corporate Group,,,USA,CA,San Diego,La Jolla,/funding-round/8577e95efad7bbd9d52b99189212a5ee,private_equity,,2008-06-09,2008-06,2008-Q2,2008," 53,000,000 "
46496,/organization/boostctr,Boost Media,|Optimization|Crowdsourcing|Semantic Search|Advertising|,Optimization,USA,CA,SF Bay Area,San Francisco,/organization/metamorphic-ventures-llc,Metamorphic Ventures,,,USA,NY,New York City,New York,/funding-round/b371c5108a17d5f91d5e23273152b73e,seed,,2011-03-14,2011-03,2011-Q1,2011," 1,640,000 "
97254,/organization/descomplica,Descomplica,|Video|Education|,Education,BRA,,Rio de Janeiro,Rio De Janeiro,/organization/valar-ventures,Valar Ventures,,,USA,CA,SF Bay Area,San Francisco,/funding-round/1f3211f8cc95162c41a0197b5881956b,venture,B,2014-02-06,2014-02,2014-Q1,2014," 5,000,000 "
414,/organization/boats-com,Boats.com,|Curated Web|,Curated Web,GBR,,London,Fareham,/organization/mayfield-fund,Mayfield Fund,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/ba6bfdf11c1fdabb0d540322d0ce5322,undisclosed,,1999-09-30,1999-09,1999-Q3,1999," 6,000,000 "
16933,/organization/silversky,Silversky,|Information Technology|Network Security|Security|Software|,Information Technology,USA,CT,Hartford,Milford,/organization/stripes-group,Stripes Group,|Consumer Internet|Consumer Goods|SaaS|Internet|,Internet,USA,NY,New York City,New York,/funding-round/3b6551ca93ae63f0f6a32756585d41ee,venture,B,2007-07-31,2007-07,2007-Q3,2007," 54,000,000 "
47615,/organization/adapt-ly,Adaptly,|Advertising|,Advertising,USA,NY,New York City,New York,/person/nat-turner,Nat Turner,,,,,,,/funding-round/0b6c5ecaeeaf340714619d35986f6605,venture,A,2011-04-18,2011-04,2011-Q2,2011," 2,000,000 "
81355,/organization/inventergy,Inventergy,|Finance|,Finance,USA,CA,SF Bay Area,Cupertino,/person/joe-beyers-2,Joe Beyers,,,,,,,/funding-round/c291afa9db2b5405746b87d2ec00e6ff,debt_financing,,2013-05-28,2013-05,2013-Q2,2013," 7,000,000 "
109386,/organization/strut,Strut,|Online Shopping|Shopping|Mobile Shopping|Mobile|Mobile Commerce|,Mobile Commerce,USA,CA,SF Bay Area,San Francisco,/organization/base-vc,Base Ventures,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Berkeley,/funding-round/784b461747bbc44422e1fbae6c050842,seed,,2014-08-26,2014-08,2014-Q3,2014," 1,500,000 "
111248,/organization/newelse-inc-,Newelse Inc.,|Fashion|E-Commerce|,Fashion,,,,,/organization/samurai-incubate,Samurai Incubate,|Tablets|iPad|iPhone|Mobile|Social Media|Advertising|Local|Venture Capital|Startups|Incubators|Finance|,iPhone,JPN,,Tokyo,Tokyo,/funding-round/20b8be17cab653fad50b352132cedf29,seed,,2014-09-25,2014-09,2014-Q3,2014," 39,959 "
94646,/organization/get-n-post,Get-n-Post,,,,,,,/organization/impulsevc,ImpulseVC,,,RUS,,Moscow,Moscow,/funding-round/d65108f421aa91abb9b80eda8c57b4c2,seed,,2014-01-01,2014-01,2014-Q1,2014,
36938,/organization/aptera,Aptera,|Automotive|,Automotive,USA,CA,San Diego,Carlsbad,/organization/nrg-energy,NRG Energy,|Energy|Clean Technology|,Energy,USA,NJ,Newark,Princeton,/funding-round/74dc54cf94102e9620e19a561104ba2b,venture,,2010-04-15,2010-04,2010-Q2,2010," 9,800,000 "
16794,/organization/vela-systems,Vela Systems,|Construction|Mobile|iPad|Software|,Software,USA,MA,Boston,Burlington,/organization/commonwealth-capital-ventures,Commonwealth Capital Ventures,,,USA,MA,Boston,Boston,/funding-round/c0440df7aa329e1d94d9fe3c31404d3f,venture,A,2007-07-23,2007-07,2007-Q3,2007," 6,000,000 "
73746,/organization/relateiq,RelateIQ,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,/organization/morgenthaler-ventures,Morgenthaler Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/67f5404526b242300c5b5870d81b027a,venture,A,2013-01-01,2013-01,2013-Q1,2013," 9,000,000 "
69961,/organization/preen-me,Preen.Me,|Consumer Internet|Social Commerce|Women|Beauty|E-Commerce|,Consumer Internet,ISR,,Tel Aviv,Tel Aviv,/person/oren-zeev,Oren Zeev,,,,,,,/funding-round/4127fd02fe9270f18d2cceee4b6a0351,seed,,2012-10-09,2012-10,2012-Q4,2012," 800,000 "
22118,/organization/divitas-networks,DiVitas Networks,|Messaging|,Messaging,USA,CA,SF Bay Area,Mountain View,/organization/silicon-valley-bank,Silicon Valley Bank,,,USA,CA,SF Bay Area,Santa Clara,/funding-round/2b229f86744c38e6c08ca9b421854848,venture,,2008-04-08,2008-04,2008-Q2,2008," 15,000,000 "
8857,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,MA,Boston,Cambridge,/organization/bessemer-venture-partners,Bessemer Venture Partners,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/7e5c742cf49ed56ef8a7638ecbc3dd20,venture,C,2006-04-19,2006-04,2006-Q2,2006," 37,000,000 "
77479,/organization/anyperk,AnyPerk,|Loyalty Programs|Discounts|Subscription Businesses|Incentives|Employer Benefits Programs|Human Resources|E-Commerce|,Subscription Businesses,USA,CA,SF Bay Area,San Francisco,/person/michael-liou,Michael Liou,,,,,,,/funding-round/3ae9f51f1a70a2675e8b7ca4e45c04ad,undisclosed,,2013-03-11,2013-03,2013-Q1,2013," 1,400,000 "
60142,/organization/sequent-medical,Sequent Medical,|Health Care|,Health Care,USA,CA,Anaheim,Aliso Viejo,/organization/delphi-ventures,Delphi Ventures,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/a7b67ad75891ce6663864fcdbbbf012b,venture,C,2012-03-06,2012-03,2012-Q1,2012," 26,000,000 "
101997,/organization/tidemark,Tidemark,|Cloud Computing|PaaS|SaaS|Enterprises|Analytics|,Enterprises,USA,CA,SF Bay Area,Redwood City,/organization/tenaya-capital,Tenaya Capital,,,USA,CA,SF Bay Area,Portola Valley,/funding-round/70ad3b87023726a0928f32819af7ddbc,venture,E,2014-04-28,2014-04,2014-Q2,2014," 32,000,000 "
3677,/organization/alignent-software,Alignent Software,|Software|,Software,USA,CA,San Diego,Carlsbad,/organization/horizon-ventures,Horizon Ventures,,,USA,CA,SF Bay Area,Los Altos,/funding-round/30ab2b1d0fd89a3e7bef6789f8e90c7e,venture,A,2005-03-18,2005-03,2005-Q1,2005," 6,000,000 "
97510,/organization/ascent-solar-technologies,Ascent Solar Technologies,|Clean Technology|,Clean Technology,USA,PA,PA - Other,Thornton,/organization/ironridge-technology,Ironridge Technology,,,,,,,/funding-round/5470b17bc8f0527acc7721bd40ae43b5,venture,B,2014-02-11,2014-02,2014-Q1,2014," 5,000,000 "
962,/organization/wintegra,Wintegra,|Web Hosting|,Web Hosting,,,,,/organization/genesis-partners,Genesis Partners,,,ISR,,Tel Aviv,Herzliya,/funding-round/c72ec668102681c4e4c44a2688cc7a28,venture,B,2001-01-01,2001-01,2001-Q1,2001," 21,226,600 "
7400,/organization/tioga-pharmaceuticals,Tioga Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/bb-biotech-ventures,BB Biotech Ventures,,,,,,,/funding-round/536e1a059f24136f45c5ce72c2843103,venture,A,2006-01-09,2006-01,2006-Q1,2006," 24,000,000 "
31304,/organization/oneriot,OneRiot,|Social Network Media|Apps|Twitter Applications|Brand Marketing|Real Time|Advertising|,Brand Marketing,USA,CO,Denver,Boulder,/organization/commonwealth-capital-ventures,Commonwealth Capital Ventures,,,USA,MA,Boston,Boston,/funding-round/55fadb0fdda099bf1c83f8aa40b097b5,venture,C,2009-08-27,2009-08,2009-Q3,2009," 7,000,000 "
91868,/organization/6wunderkinder,6Wunderkinder,|Web Development|Internet|Finance|Task Management|Email|Collaboration|iPad|iPhone|Android|Home & Garden|Mac|Cloud Computing|Synchronization|iOS|Apps|Productivity Software|Software|,Software,DEU,,Berlin,Berlin,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/a21823b6de07f1aa3584be967e6aa9b9,venture,B,2013-11-12,2013-11,2013-Q4,2013," 19,000,000 "
4026,/organization/ingrian-networks,Ingrian Networks,|Privacy|Security|,Privacy,USA,CA,SF Bay Area,Redwood City,/organization/partech-international,Partech Ventures,|Finance|Venture Capital|,Venture Capital,FRA,,Paris,Paris,/funding-round/7f723e8b208503fe5136e9cebba2043f,venture,D,2005-04-18,2005-04,2005-Q2,2005," 15,400,000 "
32437,/organization/dilithium-networks,Dilithium Networks,|Digital Media|Mobile|,Mobile,USA,CA,Napa Valley,Petaluma,/organization/jafco-ventures,Jafco Ventures,,,USA,CA,SF Bay Area,Palo Alto,/funding-round/a6421aeae2c65e6f8ab901421bf73e6c,venture,,2009-10-27,2009-10,2009-Q4,2009," 10,900,000 "
69043,/organization/double-robotics,Double Robotics,|Robotics|iPad|Hardware + Software|,Robotics,,,,,/person/alexis-ohanian,Alexis Ohanian,,,,,,,/funding-round/41e1c4eac30b5dcd9ef51019efe0daa8,venture,,2012-09-21,2012-09,2012-Q3,2012," 250,000 "
65840,/organization/revantha-technologies,Revantha Technologies,|Image Recognition|,Image Recognition,IND,,Chennai,Chennai,/organization/majuven,Majuven,,,SGP,,Singapore,Singapore,/funding-round/e219be5c05d8c491ca492f8055cc8bb0,seed,,2012-07-10,2012-07,2012-Q3,2012," 150,000 "
2140,/organization/skype,Skype,|Messaging|VoIP|Mobile|Software|,Mobile,LUX,,Esch-sur-alzette,Esch-sur-alzette,/organization/draper-fisher-jurvetson,Draper Fisher Jurvetson (DFJ),|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/c6b6a9013ef1730131e0bb8429a4cf5e,venture,B,2004-03-01,2004-03,2004-Q1,2004," 18,800,000 "
62818,/organization/apcera,Apcera,|PaaS|Cloud Computing|Enterprise Software|,Cloud Computing,USA,CA,SF Bay Area,San Francisco,/organization/kleiner-perkins-caufield-byers,Kleiner Perkins Caufield & Byers,,,USA,CA,SF Bay Area,Menlo Park,/funding-round/8d70386bb7074bced00077608a3f74d9,seed,,2012-05-08,2012-05,2012-Q2,2012," 2,200,000 "
95937,/organization/geekatoo,Geekatoo,|Marketplaces|Local Search|Local|Service Providers|Auctions|Hardware|Tech Field Support|Curated Web|,Local Search,USA,CA,SF Bay Area,Mountain View,/person/eric-ries,Eric Ries,,,,,,,/funding-round/3e3bda8ad6a876df192e97e708112d3d,seed,,2014-01-17,2014-01,2014-Q1,2014," 500,000 "
14616,/organization/fastscaletechnology,FastScaleTechnology,|Finance|,Finance,USA,CA,SF Bay Area,Santa Clara,/organization/ata-ventures,ATA Ventures,,,USA,CA,SF Bay Area,Redwood City,/funding-round/1fb480550deb6af51eb356c34b7affad,venture,A,2007-03-28,2007-03,2007-Q1,2007," 6,500,000 "
48760,/organization/qd-vision,QD Vision,|Video|Semiconductors|Organic|Nanotechnology|,Video,USA,MA,Boston,Watertown,/organization/north-bridge-venture-partners,North Bridge Venture Partners,|Venture Capital|,Venture Capital,USA,MA,Boston,Waltham,/funding-round/6e34119431ce159b957a828819babf2e,venture,D,2011-05-24,2011-05,2011-Q2,2011," 22,000,000 "
95732,/organization/casper,Casper,|Lifestyle|Retail|E-Commerce|,E-Commerce,USA,NY,New York City,New York,/organization/correlation-ventures,Correlation Ventures,,,USA,CA,San Diego,San Diego,/funding-round/bff9843fae11178c4f71828ac5189ad7,seed,,2014-01-15,2014-01,2014-Q1,2014," 1,850,000 "
51077,/organization/crowdtap,Crowdtap,|Twitter Applications|Sales and Marketing|Social CRM|Collaboration|Crowdsourcing|Social Media Marketing|Social Media|Advertising|,Social Media,USA,NY,New York City,New York,/organization/mr-youth,Mr. Youth,|Digital Media|Public Relations|Sales and Marketing|Social Media|Advertising|,Advertising,USA,NY,New York City,New York,/funding-round/36a80ff07eb57073df5ae54f8279e50e,venture,A,2011-07-27,2011-07,2011-Q3,2011," 7,000,000 "
48258,/organization/world-freight-company-international,World Freight Company International,|Transportation|,Transportation,,,,,/organization/actomezz,ActoMezz,,,FRA,,Paris,Paris,/funding-round/80c790357ea1a691760e886b31f0a948,venture,,2011-05-06,2011-05,2011-Q2,2011," 47,853,300 "
23726,/organization/2-minutes,2 Minutes,|Games|,Games,FRA,,Paris,Paris,/organization/galia-gestion,Galia Gestion,,,,,,,/funding-round/fe20792bff60307d97a6242007fa8e51,venture,A,2008-06-19,2008-06,2008-Q2,2008," 1,660,000 "
52145,/organization/moat,Moat,|Creative|Displays|Advertising|Search|,Displays,USA,NY,New York City,New York,/organization/vast-ventures,Vast Ventures,,,USA,NY,New York City,New York,/funding-round/8f4c550f99702972d80e7dbf57b37796,angel,,2011-08-23,2011-08,2011-Q3,2011," 1,500,000 "
7773,/organization/mysql,MySQL,|Lighting|Open Source|Databases|Enterprise Software|,Databases,USA,CA,SF Bay Area,Cupertino,/organization/institutional-venture-partners,Institutional Venture Partners (IVP),,,USA,CA,SF Bay Area,Menlo Park,/funding-round/bba7c73c281022af7b9a9fe20596472b,venture,C,2006-02-01,2006-02,2006-Q1,2006," 18,500,000 "
31624,/organization/architurn,Architurn,,,,,,,/organization/kima-ventures,Kima Ventures,,,FRA,,Paris,Paris,/funding-round/2372a0b7106b596aa0bd2cd9867215f0,seed,,2009-09-14,2009-09,2009-Q3,2009," 111,540 "
180,/organization/sanitors,Sanitors,,,USA,TX,San Antonio,San Antonio,/organization/summit-partners,Summit Partners,,,USA,MA,Boston,Boston,/funding-round/cd0188870adf06b040f5571832e1ba33,undisclosed,,1997-11-21,1997-11,1997-Q4,1997,
38894,/organization/polybona,POLYBONA,|Photography|,Photography,CHN,,Beijing,Beijing,/organization/matrix-partners-china,Matrix Partners China,|Finance|,Finance,CHN,,Beijing,Beijing,/funding-round/5bf2a0e84a889feeabd189f2fa616d2c,venture,C,2010-07-01,2010-07,2010-Q3,2010,
40639,/organization/everfi,Everfi,|Internet|Education|,Internet,USA,DC,"Washington, D.C.",Washington,/person/michael-chasen,Michael Chasen,,,,,,,/funding-round/2f57da84fc3ded1df2dd692f8586e241,venture,A,2010-09-02,2010-09,2010-Q3,2010," 11,000,000 "
104904,/organization/health-integrated,Health Integrated,|Biotechnology|,Biotechnology,USA,FL,Tampa,Tampa,/organization/western-technology-investment,Western Technology Investment,,,USA,CA,SF Bay Area,Portola Valley,/funding-round/b9a0cc3b8e6d90f051a766585ee961ad,debt_financing,,2014-06-11,2014-06,2014-Q2,2014," 4,000,000 "
93286,/organization/glassdoor,Glassdoor,|Social Media|Recruiting|Career Management|Employment|,Recruiting,USA,CA,SF Bay Area,Sausalito,/organization/dragoneer-investment-group,Dragoneer Investment Group,,,USA,CA,SF Bay Area,San Francisco,/funding-round/72edaa18e42af080e0818a5c851f7c52,venture,F,2013-12-05,2013-12,2013-Q4,2013," 50,000,000 "
8632,/organization/teneros,Teneros,|Enterprises|Messaging|,Messaging,USA,CA,SF Bay Area,Mountain View,/organization/new-enterprise-associates,New Enterprise Associates,|Health Care|Consumer Internet|Systems|Software|Technology|,Health Care,USA,CA,SF Bay Area,Menlo Park,/funding-round/bdba406bf159d1b622636176cfab3d98,venture,C,2006-04-01,2006-04,2006-Q2,2006," 20,000,000 "
4119,/organization/nova-ratio,Nova Ratio,|Software|,Software,DEU,,DEU - Other,Hundsdorf,/organization/t-venture,T-Venture,|Venture Capital|Finance|,Venture Capital,DEU,,Bonn,Bonn-lengsdorf,/funding-round/610a031cebb15085c30a7e646e5195d3,venture,A,2005-04-26,2005-04,2005-Q2,2005," 1,300,000 "
27237,/organization/fliqz,Fliqz,|Games|,Games,USA,CA,SF Bay Area,Emeryville,/organization/triangle-peak-partners,Triangle Peak Partners,,,USA,CA,Monterey,Carmel Valley,/funding-round/0e4ab60d409d1f7d461044192d50434f,venture,C,2009-01-01,2009-01,2009-Q1,2009," 6,000,000 "
41593,/organization/community-energy,Community Energy,|Clean Technology|,Clean Technology,USA,PA,Philadelphia,Radnor,/organization/ngp-energy-technology-partners,NGP Energy Technology Partners,,,USA,DC,"Washington, D.C.",Washington,/funding-round/ce6fc62d480c96db5d205ed947964680,venture,A,2010-10-06,2010-10,2010-Q4,2010," 4,000,000 "
71011,/organization/whimseybox,Whimseybox,|Startups|Art|DIY|E-Commerce|,DIY,USA,CO,Denver,Boulder,/organization/dundee-venture-capital,Dundee Venture Capital,|E-Commerce|Startups|Venture Capital|,E-Commerce,USA,NE,Omaha,Omaha,/funding-round/178dcfefd66ec6764bdae34b964dd2ed,seed,,2012-11-01,2012-11,2012-Q4,2012,
82725,/organization/spacecurve,SpaceCurve,|Apps|Big Data|Analytics|,Big Data,USA,WA,Seattle,Seattle,/organization/triage-ventures,Triage Ventures,,,USA,CA,SF Bay Area,San Francisco,/funding-round/facf9dc08a1083f1d92035b3de8d5334,venture,B,2013-06-18,2013-06,2013-Q2,2013," 5,000,000 "
35559,/organization/quantenna,Quantenna Communications,|Wireless|Semiconductors|,Wireless,USA,CA,SF Bay Area,Fremont,/organization/sequoia-capital,Sequoia Capital,|Venture Capital|,Venture Capital,USA,CA,SF Bay Area,Menlo Park,/funding-round/ee6626d2a2079bdf144acac3dd7f8a93,venture,D,2010-02-14,2010-02,2010-Q1,2010," 15,000,000 "
33809,/organization/500friends,500Friends,|Loyalty Programs|Social Media|E-Commerce|Enterprise Software|,E-Commerce,USA,CA,SF Bay Area,San Francisco,/person/david-li,David Li,,,,,,,/funding-round/035ae8cffef9d4838a385dbe22ba6434,seed,,2009-12-15,2009-12,2009-Q4,2009," 1,400,000 "
66905,/organization/blue-ant-media,Blue Ant Media,|Entertainment|Television|Events|Digital Media|Content Creators|,Content Creators,CAN,ON,Toronto,Toronto,/organization/torstar,Torstar,,,,,,,/funding-round/6fd2eb37e89b2ee67292d915b6f65f6e,venture,,2012-08-01,2012-08,2012-Q3,2012," 25,000,000 "
112685,/organization/caresync,CareSync,|Health and Wellness|Healthcare Services|Health Care Information Technology|mHealth|Curated Web|,Health Care Information Technology,USA,FL,Tampa,Wesley Chapel,/organization/tullis-health-investors,Tullis Health Investors,,,USA,CT,Hartford,Stamford,/funding-round/86a8e0ec0e2087abe90d04da82064225,venture,A,2014-10-21,2014-10,2014-Q4,2014," 4,250,000 "
64371,/organization/makielab,MakieLab,|Virtual Goods|Social Games|Toys|Games|,Games,GBR,,London,London,/person/cedric-littardi,Cedric Littardi,,,,,,,/funding-round/3fdc3420e5bc6ac9a7bc33636a27c84e,seed,,2012-06-07,2012-06,2012-Q2,2012," 1,400,000 "
56634,/organization/gauss-surgical,Gauss Surgical,|Wireless|Computer Vision|Mobile|Medical|Biotechnology|,Medical,USA,CA,SF Bay Area,Los Altos,/organization/stanford-university,Stanford University,|Education|,Education,USA,CA,SF Bay Area,Stanford,/funding-round/6d6bf3c1ba396147f638c96d56448e66,seed,,2011-12-20,2011-12,2011-Q4,2011,
