,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year, price_amount ,price_currency_code
24290,,,,,,,,,,,,,,,,,,,,,,
51452,,,,,,,,,,,,,,,,,,,,,,
11755,/organization/travelclick,TravelCLICK,|Hotels|Hospitality|,Hotels,USA,NY,New York City,New York,/organization/genstar-capital,Genstar Capital,|Impact Investing|Investment Management|Finance|,Investment Management,USA,CA,SF Bay Area,San Francisco,2007-12-28,2007-12,2007-Q4,2007.0,,USD
1803,/organization/brunet,bruNET,,,,,,,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2005-12-31,2005-12,2005-Q4,2005.0,,USD
4331,/organization/flock,Flock,|Browser Extensions|Social Media|Software|,Browser Extensions,USA,CA,SF Bay Area,Menlo Park,/organization/zynga,Zynga,|Technology|Facebook Applications|Networking|Games|,Technology,USA,CA,SF Bay Area,San Francisco,2011-01-05,2011-01,2011-Q1,2011.0,,USD
50584,,,,,,,,,,,,,,,,,,,,,,
32106,,,,,,,,,,,,,,,,,,,,,,
14930,,,,,,,,,,,,,,,,,,,,,,
10882,/organization/sterling-commerce,Sterling Commerce,|Data Integration|Software|,Software,USA,OH,"Columbus, Ohio",Dublin,/organization/at-t,AT&T,|Mobile|,Mobile,USA,TX,Dallas,Dallas,2009-02-22,2009-02,2009-Q1,2009.0," 3,900,000,000 ",USD
48563,,,,,,,,,,,,,,,,,,,,,,
2772,/organization/corbett-life-science,Corbett Life Science,|Biotechnology|,Biotechnology,AUS,,Sydney,Sydney,/organization/qiagen,Qiagen,|Biotechnology|,Biotechnology,NLD,,NLD - Other,Venlo,2008-07-01,2008-07,2008-Q3,2008.0," 135,430,000 ",USD
29315,,,,,,,,,,,,,,,,,,,,,,
14477,,,,,,,,,,,,,,,,,,,,,,
36811,,,,,,,,,,,,,,,,,,,,,,
21327,,,,,,,,,,,,,,,,,,,,,,
2707,/organization/consumers-software,Consumers Software,,,,,,,/organization/microsoft,Microsoft,|Video Games|Software|,Video Games,USA,WA,Seattle,Redmond,1991-03-31,1991-03,1991-Q1,1991.0,,USD
39128,,,,,,,,,,,,,,,,,,,,,,
26099,,,,,,,,,,,,,,,,,,,,,,
4057,/organization/experience,Experience,|Entertainment|Events|Mobile Commerce|Ticketing|,Entertainment,USA,GA,Atlanta,Atlanta,/organization/cox-enterprises,Cox Enterprises,|Software|Digital Media|Broadcasting|,Digital Media,USA,GA,Atlanta,Atlanta,2014-09-18,2014-09,2014-Q3,2014.0,,USD
30487,,,,,,,,,,,,,,,,,,,,,,
46712,,,,,,,,,,,,,,,,,,,,,,
35352,,,,,,,,,,,,,,,,,,,,,,
18879,,,,,,,,,,,,,,,,,,,,,,
29610,,,,,,,,,,,,,,,,,,,,,,
46733,,,,,,,,,,,,,,,,,,,,,,
34134,,,,,,,,,,,,,,,,,,,,,,
6534,/organization/line-communications,LINE Communications,|Education|,Education,GBR,,London,London,/organization/learning-technologies-group,Learning Technologies Group,|Education|,Education,GBR,,London,Brighton,2014-04-09,2014-04,2014-Q2,2014.0," 9,000,000 ",GBP
40574,,,,,,,,,,,,,,,,,,,,,,
37939,,,,,,,,,,,,,,,,,,,,,,
42767,,,,,,,,,,,,,,,,,,,,,,
54264,,,,,,,,,,,,,,,,,,,,,,
16368,,,,,,,,,,,,,,,,,,,,,,
22587,,,,,,,,,,,,,,,,,,,,,,
6949,/organization/mbuzzy,mBuzzy,,,,,,,/organization/moko-social-media,Moko Social Media,|Mobile|,Mobile,CHN,,CHN - Other,,2011-08-01,2011-08,2011-Q3,2011.0,,USD
34385,,,,,,,,,,,,,,,,,,,,,,
42084,,,,,,,,,,,,,,,,,,,,,,
22276,,,,,,,,,,,,,,,,,,,,,,
47683,,,,,,,,,,,,,,,,,,,,,,
53469,,,,,,,,,,,,,,,,,,,,,,
33446,,,,,,,,,,,,,,,,,,,,,,
7222,/organization/milo,Milo,|Software|Reviews and Recommendations|Comparison Shopping|Local|Real Time|Shopping|Curated Web|,Reviews and Recommendations,USA,CA,SF Bay Area,Palo Alto,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2010-12-02,2010-12,2010-Q4,2010.0," 75,000,000 ",USD
36992,,,,,,,,,,,,,,,,,,,,,,
10243,/organization/shouting-ground-technologies,Shouting Ground Technologies,,,USA,IL,"Springfield, Illinois",Champaign,/organization/pavlov-media,Pavlov Media,,,USA,IL,"Springfield, Illinois",Champaign,2013-03-20,2013-03,2013-Q1,2013.0,,USD
37572,,,,,,,,,,,,,,,,,,,,,,
13359,,,,,,,,,,,,,,,,,,,,,,
33924,,,,,,,,,,,,,,,,,,,,,,
47159,,,,,,,,,,,,,,,,,,,,,,
52690,,,,,,,,,,,,,,,,,,,,,,
27120,,,,,,,,,,,,,,,,,,,,,,
1169,/organization/availl,Availl,,,USA,TX,San Antonio,San Antonio,/organization/globalscape,GlobalSCAPE,|File Sharing|Software|,File Sharing,USA,TX,San Antonio,San Antonio,2006-09-25,2006-09,2006-Q3,2006.0," 9,650,000 ",USD
41570,,,,,,,,,,,,,,,,,,,,,,
36000,,,,,,,,,,,,,,,,,,,,,,
853,/organization/applied-signal-technology,Applied Signal Technology,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,/organization/raytheon,Raytheon Co.,|Defense|Security|,Defense,USA,MA,Boston,Waltham,2010-12-20,2010-12,2010-Q4,2010.0," 490,000,000 ",USD
42760,,,,,,,,,,,,,,,,,,,,,,
47424,,,,,,,,,,,,,,,,,,,,,,
3579,/organization/ebank,eBank,,,,,,,/organization/rakuten,Rakuten,|Travel|World Domination|E-Commerce|Curated Web|,Travel,JPN,,Tokyo,Tokyo,2010-03-18,2010-03,2010-Q1,2010.0,,USD
35732,,,,,,,,,,,,,,,,,,,,,,
5684,/organization/instapaper,Instapaper,|Social Bookmarking|,Social Bookmarking,USA,NY,New York City,New York,/organization/betaworks,betaworks,|Collaboration|Coworking|Social Media|,Coworking,USA,NY,New York City,New York,2013-04-25,2013-04,2013-Q2,2013.0,,USD
46558,,,,,,,,,,,,,,,,,,,,,,
47368,,,,,,,,,,,,,,,,,,,,,,
20697,,,,,,,,,,,,,,,,,,,,,,
412,/organization/adyard-gmbh,adyard,|Advertising|,Advertising,,,,,/organization/gruner-jahr-ag,Gruner + Jahr AG,,,,,,,2010-01-01,2010-01,2010-Q1,2010.0,,USD
21807,,,,,,,,,,,,,,,,,,,,,,
17267,,,,,,,,,,,,,,,,,,,,,,
24034,,,,,,,,,,,,,,,,,,,,,,
25333,,,,,,,,,,,,,,,,,,,,,,
32164,,,,,,,,,,,,,,,,,,,,,,
13280,,,,,,,,,,,,,,,,,,,,,,
12164,/organization/vara-software,Vara Software,,,,,,,/organization/telestream,Telestream,|Video Streaming|Television|Video|Software|,Video Streaming,USA,CA,Sacramento Valley,Nevada City,2008-08-01,2008-08,2008-Q3,2008.0,,USD
26362,,,,,,,,,,,,,,,,,,,,,,
15940,,,,,,,,,,,,,,,,,,,,,,
39224,,,,,,,,,,,,,,,,,,,,,,
41105,,,,,,,,,,,,,,,,,,,,,,
5610,/organization/inktomi,Inktomi,|Software|,Software,USA,CA,SF Bay Area,Foster City,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2003-03-01,2003-03,2003-Q1,2003.0," 235,000,000 ",USD
15695,,,,,,,,,,,,,,,,,,,,,,
36838,,,,,,,,,,,,,,,,,,,,,,
13972,,,,,,,,,,,,,,,,,,,,,,
44874,,,,,,,,,,,,,,,,,,,,,,
52173,,,,,,,,,,,,,,,,,,,,,,
36261,,,,,,,,,,,,,,,,,,,,,,
15278,,,,,,,,,,,,,,,,,,,,,,
33502,,,,,,,,,,,,,,,,,,,,,,
21086,,,,,,,,,,,,,,,,,,,,,,
37875,,,,,,,,,,,,,,,,,,,,,,
51949,,,,,,,,,,,,,,,,,,,,,,
44922,,,,,,,,,,,,,,,,,,,,,,
5163,/organization/hiflex-software,Hiflex Software,,,,,,,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2011-12-06,2011-12,2011-Q4,2011.0,,USD
35130,,,,,,,,,,,,,,,,,,,,,,
38594,,,,,,,,,,,,,,,,,,,,,,
16569,,,,,,,,,,,,,,,,,,,,,,
2997,/organization/cydesign-labs,CyDesign Labs,|Simulation|Enterprise Software|,Simulation,USA,CA,SF Bay Area,Palo Alto,/organization/esi-group,ESI-Group,,,,,,,2013-01-01,2013-01,2013-Q1,2013.0,,USD
7016,/organization/medical-communications-group,Medical Communications Group,|Biotechnology|,Biotechnology,,,,,/organization/united-drug,United Drug,,,IRL,,Dublin,Dublin,2013-08-30,2013-08,2013-Q3,2013.0," 11,200,000 ",EUR
20586,,,,,,,,,,,,,,,,,,,,,,
13445,,,,,,,,,,,,,,,,,,,,,,
45622,,,,,,,,,,,,,,,,,,,,,,
32329,,,,,,,,,,,,,,,,,,,,,,
2491,/organization/cobra-electronics-corporation,Cobra Electronics Corporation,|Public Transportation|,Public Transportation,USA,IL,Chicago,Chicago,/organization/monomoy-capital-partners,Monomoy Capital Partners,,,USA,NY,New York City,New York,2014-08-28,2014-08,2014-Q3,2014.0,,USD
31568,,,,,,,,,,,,,,,,,,,,,,
31659,,,,,,,,,,,,,,,,,,,,,,
49878,,,,,,,,,,,,,,,,,,,,,,
44911,,,,,,,,,,,,,,,,,,,,,,
7716,/organization/nera-networks,NERA Networks,|Web Hosting|,Web Hosting,USA,NJ,Newark,North Bergen,/organization/ceragon-networks,Ceragon Networks,|Wireless|Telecommunications|Web Hosting|,Telecommunications,ISR,,Tel Aviv,Tel Aviv,2011-01-19,2011-01,2011-Q1,2011.0," 48,500,000 ",USD
53088,,,,,,,,,,,,,,,,,,,,,,
25904,,,,,,,,,,,,,,,,,,,,,,
38303,,,,,,,,,,,,,,,,,,,,,,
41596,,,,,,,,,,,,,,,,,,,,,,
50746,,,,,,,,,,,,,,,,,,,,,,
14991,,,,,,,,,,,,,,,,,,,,,,
24792,,,,,,,,,,,,,,,,,,,,,,
4917,/organization/grazer-pty-ltd,Grazer Pty. Ltd.,,,,,,,/organization/aconex,Aconex,|Software|Construction|Cloud Computing|Engineering Firms|,Software,,,,,2012-06-05,2012-06,2012-Q2,2012.0,,USD
27357,,,,,,,,,,,,,,,,,,,,,,
40490,,,,,,,,,,,,,,,,,,,,,,
12718,/organization/wilson-parking-hong-kong,Wilson Parking Hong Kong,|Cars|,Cars,THA,,Bangkok,Ban Nong Kong Chak,/organization/sun-hung-kai-properties,Sun Hung Kai Properties,|Real Estate|,Real Estate,THA,,Bangkok,Ban Nong Kong Chak,1991-01-01,1991-01,1991-Q1,1991.0,,USD
49376,,,,,,,,,,,,,,,,,,,,,,
12731,/organization/wingsix,WingSix,|Web Hosting|,Web Hosting,USA,IL,Chicago,Chicago,/organization/uk2-group,UK2 Group,|Web Hosting|,Web Hosting,GBR,,London,London,2008-07-29,2008-07,2008-Q3,2008.0,,USD
43298,,,,,,,,,,,,,,,,,,,,,,
32509,,,,,,,,,,,,,,,,,,,,,,
35400,,,,,,,,,,,,,,,,,,,,,,
21485,,,,,,,,,,,,,,,,,,,,,,
12914,/organization/ym-biosciences,YM BioSciences,|Biotechnology|,Biotechnology,CAN,ON,Toronto,Toronto,/organization/gilead-sciences,Gilead Sciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Foster City,2013-02-08,2013-02,2013-Q1,2013.0,,USD
46693,,,,,,,,,,,,,,,,,,,,,,
44798,,,,,,,,,,,,,,,,,,,,,,
25578,,,,,,,,,,,,,,,,,,,,,,
51667,,,,,,,,,,,,,,,,,,,,,,
2762,/organization/copiun,Copiun,|Software|,Software,USA,MA,Boston,Marlborough,/organization/good-technology,Good Technology,|Data Security|Mobile Security|Mobile Enterprise|Mobility|Information Security|Analytics|Software|,Data Security,USA,CA,SF Bay Area,Sunnyvale,2012-09-05,2012-09,2012-Q3,2012.0,,USD
2226,/organization/chelsea-therapeutics-international,Chelsea Therapeutics International,|Biotechnology|,Biotechnology,USA,NC,Charlotte,Charlotte,/organization/lundbeck,Lundbeck,,,DNK,,DNK - Other,,2014-05-08,2014-05,2014-Q2,2014.0,,USD
37421,,,,,,,,,,,,,,,,,,,,,,
24800,,,,,,,,,,,,,,,,,,,,,,
37944,,,,,,,,,,,,,,,,,,,,,,
18497,,,,,,,,,,,,,,,,,,,,,,
52151,,,,,,,,,,,,,,,,,,,,,,
5283,/organization/hudson-jeans,Hudson Jeans,|E-Commerce|,E-Commerce,USA,CA,CA - Other,Rancho Dominguez,/organization/joes-jeans,Joe's Jeans,|E-Commerce|,E-Commerce,,,,,2013-10-02,2013-10,2013-Q4,2013.0," 97,600,000 ",USD
5204,/organization/holiday-rentals-co-uk,Holiday-Rentals.co.uk,|Property Management|Travel|,Travel,,,,,/organization/homeaway,HomeAway,|Technology|Advertising|Vacation Rentals|Travel|,Technology,USA,TX,Austin,Austin,2005-02-01,2005-02,2005-Q1,2005.0,,USD
45136,,,,,,,,,,,,,,,,,,,,,,
49871,,,,,,,,,,,,,,,,,,,,,,
49881,,,,,,,,,,,,,,,,,,,,,,
7661,/organization/navigon,Navigon,|Hardware + Software|,Hardware + Software,DEU,,Hamburg,Hamburg,/organization/garmin,Garmin,|Hardware + Software|,Hardware + Software,USA,KS,Kansas City,Olathe,2011-06-14,2011-06,2011-Q2,2011.0," 72,000,000 ",USD
17182,,,,,,,,,,,,,,,,,,,,,,
16614,,,,,,,,,,,,,,,,,,,,,,
9649,/organization/rhythmia-medical,Rhythmia Medical,|Health Care|,Health Care,USA,MA,Boston,Burlington,/organization/boston-scientific,Boston Scientific,|Life Sciences|Medical|Technology|Business Services|,Business Services,USA,MA,Boston,Natick,2012-10-08,2012-10,2012-Q4,2012.0,,USD
10115,/organization/sepracor,Sepracor,|Biotechnology|,Biotechnology,USA,MA,Boston,Marlborough,/organization/dainippon-sumitomo,Dainippon Sumitomo,|Biotechnology|,Biotechnology,JPN,,Osaka,Osaka,2009-09-03,2009-09,2009-Q3,2009.0," 2,600,000,000 ",USD
53951,,,,,,,,,,,,,,,,,,,,,,
16735,,,,,,,,,,,,,,,,,,,,,,
7969,/organization/nomao-com,Nomao.com,|iPhone|Coupons|Local|Search|,Search,FRA,,Paris,Paris,/organization/teads,Teads (Ebuzzing),|Online Video Advertising|Mobile Video|Advertising|,Online Video Advertising,FRA,,Paris,Paris,2010-09-01,2010-09,2010-Q3,2010.0,,USD
26554,,,,,,,,,,,,,,,,,,,,,,
14367,,,,,,,,,,,,,,,,,,,,,,
33847,,,,,,,,,,,,,,,,,,,,,,
12921,/organization/yokel,Yokel,|Software|,Software,USA,MA,Boston,Boston,/organization/citysquares,CitySquares,|Curated Web|,Curated Web,USA,CA,Ontario - Inland Empire,Temecula,2010-01-11,2010-01,2010-Q1,2010.0,,USD
47621,,,,,,,,,,,,,,,,,,,,,,
43210,,,,,,,,,,,,,,,,,,,,,,
12068,/organization/unwrap,unwrap,|Social Network Media|Sales and Marketing|Facebook Applications|Social Media|Enterprise Software|,Enterprise Software,,,,,/organization/context-optional,Context Optional,|Social CRM|Social Media Marketing|,Social CRM,USA,CA,SF Bay Area,San Francisco,2010-06-15,2010-06,2010-Q2,2010.0,,USD
46326,,,,,,,,,,,,,,,,,,,,,,
49415,,,,,,,,,,,,,,,,,,,,,,
37257,,,,,,,,,,,,,,,,,,,,,,
35488,,,,,,,,,,,,,,,,,,,,,,
16301,,,,,,,,,,,,,,,,,,,,,,
43144,,,,,,,,,,,,,,,,,,,,,,
50021,,,,,,,,,,,,,,,,,,,,,,
48386,,,,,,,,,,,,,,,,,,,,,,
42392,,,,,,,,,,,,,,,,,,,,,,
51985,,,,,,,,,,,,,,,,,,,,,,
34727,,,,,,,,,,,,,,,,,,,,,,
12455,/organization/voice-technologies,Voice Technologies,,,,,,,/organization/intel,Intel,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,2000-01-01,2000-01,2000-Q1,2000.0,,USD
7326,/organization/mobius-microsystems,Mobius Microsystems,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,/organization/idt,IDT,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2010-01-14,2010-01,2010-Q1,2010.0,,USD
45188,,,,,,,,,,,,,,,,,,,,,,
35998,,,,,,,,,,,,,,,,,,,,,,
41506,,,,,,,,,,,,,,,,,,,,,,
41101,,,,,,,,,,,,,,,,,,,,,,
7115,/organization/messageme,MessageMe,|Chat|Mobile|Messaging|,Chat,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2014-10-06,2014-10,2014-Q4,2014.0," 30,000,000 ",USD
7560,/organization/myanimelist,MyAnimeList,|Games|,Games,USA,CA,Ontario - Inland Empire,Yorba Linda,/organization/craveonline,CraveOnline,|Mens Specific|Curated Web|,Mens Specific,USA,CA,Los Angeles,Los Angeles,2008-08-04,2008-08,2008-Q3,2008.0,,USD
9768,/organization/rovion,Rovion,,,USA,MA,Boston,Boston,/organization/digitalpost-interactive,DigitalPost Interactive,|Curated Web|,Curated Web,USA,CA,Anaheim,Irvine,2010-09-01,2010-09,2010-Q3,2010.0,,USD
45742,,,,,,,,,,,,,,,,,,,,,,
12737,/organization/wireless-audio-ip-bv,Wireless Audio IP BV,,,NLD,,Amsterdam,Amsterdam,/organization/smsc,SMSC,|Semiconductors|,Semiconductors,USA,NY,Long Island,Hauppauge,2010-06-14,2010-06,2010-Q2,2010.0," 25,000,000 ",USD
49345,,,,,,,,,,,,,,,,,,,,,,
36186,,,,,,,,,,,,,,,,,,,,,,
24992,,,,,,,,,,,,,,,,,,,,,,
40609,,,,,,,,,,,,,,,,,,,,,,
50710,,,,,,,,,,,,,,,,,,,,,,
32555,,,,,,,,,,,,,,,,,,,,,,
36354,,,,,,,,,,,,,,,,,,,,,,
5569,/organization/infonox,Infonox,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Sunnyvale,/organization/total-system-services,Total System Services,|E-Commerce|,E-Commerce,USA,GA,"Columbus, Georgia",Columbus,2008-11-04,2008-11,2008-Q4,2008.0," 50,000,000 ",USD
26731,,,,,,,,,,,,,,,,,,,,,,
15261,,,,,,,,,,,,,,,,,,,,,,
42237,,,,,,,,,,,,,,,,,,,,,,
27126,,,,,,,,,,,,,,,,,,,,,,
48884,,,,,,,,,,,,,,,,,,,,,,
42384,,,,,,,,,,,,,,,,,,,,,,
23601,,,,,,,,,,,,,,,,,,,,,,
17079,,,,,,,,,,,,,,,,,,,,,,
25963,,,,,,,,,,,,,,,,,,,,,,
13780,,,,,,,,,,,,,,,,,,,,,,
42870,,,,,,,,,,,,,,,,,,,,,,
8896,/organization/plursona,Plursona,|Virtualization|Data Security|Mobile Security|Mobile|,Virtualization,USA,CA,SF Bay Area,Sunnyvale,/organization/aruba-networks,Aruba Networks,|Communications Hardware|Wireless|Mobility|Enterprise Software|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2012-05-23,2012-05,2012-Q2,2012.0,,USD
24391,,,,,,,,,,,,,,,,,,,,,,
28636,,,,,,,,,,,,,,,,,,,,,,
6575,/organization/litmos,Litmos,|Surveys|Skill Assessment|Messaging|Presentations|Video|E-Commerce|Education|Training|Software|,Surveys,USA,CA,SF Bay Area,Pleasanton,/organization/callidus-software,CallidusCloud,|Technology|Software|,Technology,USA,CA,SF Bay Area,Pleasanton,2011-06-10,2011-06,2011-Q2,2011.0,,USD
15834,,,,,,,,,,,,,,,,,,,,,,
31384,,,,,,,,,,,,,,,,,,,,,,
49504,,,,,,,,,,,,,,,,,,,,,,
14091,,,,,,,,,,,,,,,,,,,,,,
27587,,,,,,,,,,,,,,,,,,,,,,
17057,,,,,,,,,,,,,,,,,,,,,,
42431,,,,,,,,,,,,,,,,,,,,,,
6750,/organization/lyfe-mobile,LYFE Mobile,|Advertising|,Advertising,USA,CA,Los Angeles,Santa Monica,/organization/blinkx,blinkx,|Search|Games|,Games,USA,CA,SF Bay Area,San Francisco,2014-05-05,2014-05,2014-Q2,2014.0,,USD
19292,,,,,,,,,,,,,,,,,,,,,,
24095,,,,,,,,,,,,,,,,,,,,,,
49158,,,,,,,,,,,,,,,,,,,,,,
5193,/organization/hive7,Hive7,|Entertainment|Facebook Applications|MMO Games|Social Media|Internet|Games|,Games,USA,CA,SF Bay Area,Palo Alto,/organization/playdom,Playdom,|Apps|Entertainment|Games|,Games,USA,CA,SF Bay Area,Palo Alto,2010-07-12,2010-07,2010-Q3,2010.0," 5,700,000 ",USD
5724,/organization/intelicoat-technologies,InteliCoat Technologies,|Manufacturing|,Manufacturing,USA,MA,MA - Other,South Hadley,/organization/iod-incorporated,IOD Incorporated,|Biotechnology|,Biotechnology,USA,WI,Green Bay,Green Bay,2013-09-01,2013-09,2013-Q3,2013.0,,USD
4689,/organization/gestev,Gestev,|E-Commerce|,E-Commerce,,,,,/organization/quebecor,Quebecor,|Advertising|,Advertising,FRA,,FRA - Other,Montréal,2013-05-24,2013-05,2013-Q2,2013.0,,USD
34402,,,,,,,,,,,,,,,,,,,,,,
40120,,,,,,,,,,,,,,,,,,,,,,
42656,,,,,,,,,,,,,,,,,,,,,,
17656,,,,,,,,,,,,,,,,,,,,,,
21163,,,,,,,,,,,,,,,,,,,,,,
8291,/organization/openfeint,OpenFeint,|Games|,Games,USA,CA,SF Bay Area,Burlingame,/organization/gree,GREE,|Mobile Games|Mobile Social|Social Network Media|Mobile|Games|,Games,JPN,,Tokyo,Tokyo,2011-04-21,2011-04,2011-Q2,2011.0," 104,000,000 ",USD
4321,/organization/flightcaster,FlightCaster,|Travel|,Travel,USA,CA,SF Bay Area,San Francisco,/organization/next-jump,Next Jump,|Employer Benefits Programs|Human Resources|Loyalty Programs|Incentives|Discounts|Shopping|E-Commerce|,Human Resources,USA,NY,New York City,New York,2011-01-10,2011-01,2011-Q1,2011.0,,USD
15338,,,,,,,,,,,,,,,,,,,,,,
45239,,,,,,,,,,,,,,,,,,,,,,
37990,,,,,,,,,,,,,,,,,,,,,,
11716,/organization/traffix-systems,Traffix Systems,|Web Hosting|,Web Hosting,ISR,,Tel Aviv,Hod Hasharon,/organization/f5-networks,F5 Networks,|Communications Hardware|Technology|Virtualization|Consumer Electronics|Optimization|Services|Meeting Software|Security|,Communications Hardware,USA,WA,Seattle,Seattle,2012-02-20,2012-02,2012-Q1,2012.0,,USD
7903,/organization/nextstop,Nextstop,|Reviews and Recommendations|Travel|Curated Web|,Travel,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Communities,USA,CA,SF Bay Area,Menlo Park,2010-09-25,2010-09,2010-Q3,2010.0," 2,500,000 ",USD
33162,,,,,,,,,,,,,,,,,,,,,,
26749,,,,,,,,,,,,,,,,,,,,,,
11001,/organization/suncoast-digital-technology,Suncoast Digital Technology,,,,,,,/organization/epec-engineered-techniologies,Epec Engineered Techniologies,|Manufacturing|,Manufacturing,CHN,,Shenzhen,Shenzhen,2013-06-01,2013-06,2013-Q2,2013.0,,USD
17418,,,,,,,,,,,,,,,,,,,,,,
20172,,,,,,,,,,,,,,,,,,,,,,
53859,,,,,,,,,,,,,,,,,,,,,,
36353,,,,,,,,,,,,,,,,,,,,,,
18906,,,,,,,,,,,,,,,,,,,,,,
26760,,,,,,,,,,,,,,,,,,,,,,
54998,,,,,,,,,,,,,,,,,,,,,,
41832,,,,,,,,,,,,,,,,,,,,,,
4348,/organization/flypaper,Flypaper,|Software|,Software,USA,OH,Cincinnati,Cincinnati,/organization/trivantis-corporation,Trivantis Corporation,|Education|Software|,Software,USA,OH,Cincinnati,Cincinnati,2011-05-11,2011-05,2011-Q2,2011.0,,USD
11490,/organization/therapeutic-human-polyclonals,Therapeutic Human Polyclonals,|Biotechnology|,Biotechnology,,,,,/organization/roche,Roche,|Biotechnology|,Biotechnology,CHE,,Basel,Basel,2007-04-02,2007-04,2007-Q2,2007.0," 56,500,000 ",USD
11823,/organization/tripeese,Tripeese,|Career Planning|Travel|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/travefy,Travefy,|Mobile Payments|Social Travel|Online Travel|Hotels|Price Comparison|Online Scheduling|Events|Travel|Curated Web|,Hotels,,,,,2014-06-30,2014-06,2014-Q2,2014.0,,USD
36308,,,,,,,,,,,,,,,,,,,,,,
27254,,,,,,,,,,,,,,,,,,,,,,
47913,,,,,,,,,,,,,,,,,,,,,,
32533,,,,,,,,,,,,,,,,,,,,,,
19393,,,,,,,,,,,,,,,,,,,,,,
31160,,,,,,,,,,,,,,,,,,,,,,
9677,/organization/riptide-games,Riptide Games,|Games|,Games,CAN,ON,Ottawa,Ottawa,/organization/mercury-active,Mercury Active,|Entertainment|,Entertainment,CAN,ON,Ottawa,Ottawa,2013-02-04,2013-02,2013-Q1,2013.0,,USD
20351,,,,,,,,,,,,,,,,,,,,,,
29178,,,,,,,,,,,,,,,,,,,,,,
50900,,,,,,,,,,,,,,,,,,,,,,
34171,,,,,,,,,,,,,,,,,,,,,,
50426,,,,,,,,,,,,,,,,,,,,,,
39853,,,,,,,,,,,,,,,,,,,,,,
35152,,,,,,,,,,,,,,,,,,,,,,
48429,,,,,,,,,,,,,,,,,,,,,,
28227,,,,,,,,,,,,,,,,,,,,,,
47032,,,,,,,,,,,,,,,,,,,,,,
28971,,,,,,,,,,,,,,,,,,,,,,
40303,,,,,,,,,,,,,,,,,,,,,,
3710,/organization/eloyalty-corporation,eLoyalty,|Services|Information Technology|,Services,USA,TX,Austin,Austin,/organization/teletech,TeleTech,|Software|,Software,USA,CO,Denver,Englewood,2011-05-31,2011-05,2011-Q2,2011.0,,USD
45367,,,,,,,,,,,,,,,,,,,,,,
21337,,,,,,,,,,,,,,,,,,,,,,
51243,,,,,,,,,,,,,,,,,,,,,,
32618,,,,,,,,,,,,,,,,,,,,,,
32884,,,,,,,,,,,,,,,,,,,,,,
14688,,,,,,,,,,,,,,,,,,,,,,
31347,,,,,,,,,,,,,,,,,,,,,,
34183,,,,,,,,,,,,,,,,,,,,,,
49577,,,,,,,,,,,,,,,,,,,,,,
46218,,,,,,,,,,,,,,,,,,,,,,
15488,,,,,,,,,,,,,,,,,,,,,,
44925,,,,,,,,,,,,,,,,,,,,,,
41112,,,,,,,,,,,,,,,,,,,,,,
34627,,,,,,,,,,,,,,,,,,,,,,
39821,,,,,,,,,,,,,,,,,,,,,,
41210,,,,,,,,,,,,,,,,,,,,,,
19509,,,,,,,,,,,,,,,,,,,,,,
12917,/organization/yodata,Yodata,,,,,,,/organization/stellar-data-recovery-nederland,Stellar Data Recovery Nederland,|Data Security|Hardware + Software|,Data Security,NLD,,Utrecht,Utrecht,2012-06-01,2012-06,2012-Q2,2012.0,,USD
23205,,,,,,,,,,,,,,,,,,,,,,
25598,,,,,,,,,,,,,,,,,,,,,,
15093,,,,,,,,,,,,,,,,,,,,,,
13942,,,,,,,,,,,,,,,,,,,,,,
20726,,,,,,,,,,,,,,,,,,,,,,
38834,,,,,,,,,,,,,,,,,,,,,,
37062,,,,,,,,,,,,,,,,,,,,,,
13789,,,,,,,,,,,,,,,,,,,,,,
