,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year, price_amount ,price_currency_code
43854,,,,,,,,,,,,,,,,,,,,,,
35310,,,,,,,,,,,,,,,,,,,,,,
14001,,,,,,,,,,,,,,,,,,,,,,
52827,,,,,,,,,,,,,,,,,,,,,,
4758,/organization/glide-technologies,Glide Technologies,|Public Relations|,Public Relations,GBR,,London,London,/organization/nasdaq-omx,NASDAQ OMX,|Financial Services|,Financial Services,USA,NY,New York City,New York,2011-10-24,2011-10,2011-Q4,2011.0,,USD
7099,/organization/meridian,Meridian,|Gps|Mobile|Location Based Services|Enterprise Software|,Gps,USA,OR,"Portland, Oregon",Portland,/organization/aruba-networks,Aruba Networks,|Communications Hardware|Wireless|Mobility|Enterprise Software|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2013-05-16,2013-05,2013-Q2,2013.0,,USD
37169,,,,,,,,,,,,,,,,,,,,,,
37080,,,,,,,,,,,,,,,,,,,,,,
51140,,,,,,,,,,,,,,,,,,,,,,
28807,,,,,,,,,,,,,,,,,,,,,,
37806,,,,,,,,,,,,,,,,,,,,,,
15704,,,,,,,,,,,,,,,,,,,,,,
33533,,,,,,,,,,,,,,,,,,,,,,
26831,,,,,,,,,,,,,,,,,,,,,,
32768,,,,,,,,,,,,,,,,,,,,,,
41368,,,,,,,,,,,,,,,,,,,,,,
44913,,,,,,,,,,,,,,,,,,,,,,
39658,,,,,,,,,,,,,,,,,,,,,,
49066,,,,,,,,,,,,,,,,,,,,,,
24170,,,,,,,,,,,,,,,,,,,,,,
12105,/organization/usi,USI,,,TWN,,TWN - Other,,/organization/ase-group,ASE Group,,,TWN,,TWN - Other,Kaohsiung,2009-11-17,2009-11,2009-Q4,2009.0,,USD
22227,,,,,,,,,,,,,,,,,,,,,,
11862,/organization/truist,Truist,|Human Resources|Humanitarian|Software|,Software,USA,DC,"Washington, D.C.",Washington,/organization/front-stream-payments,Front Stream Payments,|Nonprofits|,Nonprofits,USA,TN,Nashville,Brentwood,2014-02-28,2014-02,2014-Q1,2014.0,,USD
25059,,,,,,,,,,,,,,,,,,,,,,
2569,/organization/com-one,COM One,|Hardware + Software|,Hardware + Software,,,,,/organization/ingenico,Ingenico,|Hardware + Software|,Hardware + Software,FRA,,Franche-Comte,,2005-01-01,2005-01,2005-Q1,2005.0,,USD
10014,/organization/securax-security-servuces,Securax Security Services,|Consulting|,Consulting,BEL,,Brussels,Tielt,/organization/ernst-young,Ernst & Young - EY,|Transaction Processing|Financial Services|Accounting|,Financial Services,GBR,,London,London,2001-02-01,2001-02,2001-Q1,2001.0,,USD
9294,/organization/qosnetics,Qosnetics,,,,,,,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,1999-09-20,1999-09,1999-Q3,1999.0,,USD
10819,/organization/ssg-aps,SSG ApS,|Mobile|,Mobile,DNK,,Copenhagen,Copenhagen,/organization/iloop-mobile,iLoop Mobile,|Advertising|,Advertising,USA,CA,SF Bay Area,San Jose,2006-01-01,2006-01,2006-Q1,2006.0,,USD
7209,/organization/miles-technologies-inc,Miles Technologies Inc,,,USA,IL,Chicago,Lake Zurich,/organization/barcoding,Barcoding,,,USA,MD,Baltimore,Baltimore,2013-05-01,2013-05,2013-Q2,2013.0,,USD
2498,/organization/codefarm,Codefarm Software,|Software|,Software,GBR,,London,Brighton,/organization/calypso-technology,Calypso Technology,|Software|,Software,USA,CA,SF Bay Area,San Francisco,2009-02-26,2009-02,2009-Q1,2009.0,,USD
11535,/organization/thronebuzz-com,Thronebuzz.com,,,USA,FL,Orlando,Orlando,/organization/throne-media,Throne Media Group,|Advertising|,Advertising,USA,FL,Orlando,Orlando,2012-01-01,2012-01,2012-Q1,2012.0,,USD
13216,,,,,,,,,,,,,,,,,,,,,,
48226,,,,,,,,,,,,,,,,,,,,,,
7386,/organization/mongo-machine,Mongo Machine,|Web Hosting|,Web Hosting,USA,CO,Denver,Denver,/organization/mongohq,Compose,|Networking|Cloud Computing|Databases|Web Hosting|,Networking,USA,CA,SF Bay Area,Mountain View,2011-07-28,2011-07,2011-Q3,2011.0,,USD
9836,/organization/safeguard-interactive,Safeguard Interactive,,,,,,,/organization/storage-technology-corporation,Storage Technology Corporation,,,,,,,1999-07-01,1999-07,1999-Q3,1999.0,,USD
55057,,,,,,,,,,,,,,,,,,,,,,
1862,/organization/businessfinance-com,BusinessFinance.com,|E-Commerce|,E-Commerce,,,,,/organization/internet-brands,Internet Brands,|Internet|Curated Web|,Internet,USA,CA,Los Angeles,El Segundo,2009-07-29,2009-07,2009-Q3,2009.0,,USD
29194,,,,,,,,,,,,,,,,,,,,,,
50229,,,,,,,,,,,,,,,,,,,,,,
14267,,,,,,,,,,,,,,,,,,,,,,
16194,,,,,,,,,,,,,,,,,,,,,,
26994,,,,,,,,,,,,,,,,,,,,,,
13740,,,,,,,,,,,,,,,,,,,,,,
19758,,,,,,,,,,,,,,,,,,,,,,
28475,,,,,,,,,,,,,,,,,,,,,,
29535,,,,,,,,,,,,,,,,,,,,,,
52438,,,,,,,,,,,,,,,,,,,,,,
20656,,,,,,,,,,,,,,,,,,,,,,
6032,/organization/jitterjam,JitterJam,|Social Network Media|Social CRM|App Marketing|Email Marketing|Social Media|Social Media Marketing|Software|,Social CRM,USA,NH,"Manchester, New Hampshire",Bedford,/organization/meltwater,Meltwater,|Media|SaaS|Public Relations|Social Media Monitoring|Social Media|Software|,SaaS,USA,CA,SF Bay Area,San Francisco,2011-03-22,2011-03,2011-Q1,2011.0," 6,000,000 ",USD
22122,,,,,,,,,,,,,,,,,,,,,,
29189,,,,,,,,,,,,,,,,,,,,,,
47008,,,,,,,,,,,,,,,,,,,,,,
235,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,/organization/vista-equity-partners,Vista Equity Partners,,,USA,TX,Austin,Austin,2013-11-15,2013-11,2013-Q4,2013.0,,USD
10512,/organization/soaps-com,Soaps.com,,,,,,,/organization/sheknows,SheKnows Media,|Women|Health and Wellness|Recipes|Fashion|Entertainment|Beauty|Parenting|,Women,USA,AZ,Phoenix,Scottsdale,2007-07-01,2007-07,2007-Q3,2007.0,,USD
16115,,,,,,,,,,,,,,,,,,,,,,
28925,,,,,,,,,,,,,,,,,,,,,,
48043,,,,,,,,,,,,,,,,,,,,,,
765,/organization/anonymizer,Anonymizer,|Security|Trusted Networks|Search|,Security,USA,CA,San Diego,San Diego,/organization/abraxas,Abraxas,|Enterprise Software|,Enterprise Software,USA,VA,"Washington, D.C.",Mclean,2008-05-01,2008-05,2008-Q2,2008.0,,USD
31182,,,,,,,,,,,,,,,,,,,,,,
39626,,,,,,,,,,,,,,,,,,,,,,
21177,,,,,,,,,,,,,,,,,,,,,,
8836,/organization/planetgear-com,PlanetGear.com,|Travel|Shoes|Fashion|Sports|Fitness|Outdoors|E-Commerce|,Outdoors,USA,UT,Salt Lake City,Salt Lake City,/organization/leftlane-sports,LeftLane Sports,|Sports|,Sports,USA,CA,San Luis Obispo,San Luis Obispo,2012-10-01,2012-10,2012-Q4,2012.0,,USD
39489,,,,,,,,,,,,,,,,,,,,,,
48605,,,,,,,,,,,,,,,,,,,,,,
26290,,,,,,,,,,,,,,,,,,,,,,
6619,/organization/localmind,Localmind,|Real Time|Local Based Services|Facebook Applications|Location Based Services|Curated Web|,Real Time,USA,CA,SF Bay Area,San Francisco,/organization/airbnb,Airbnb,|Hotels|Travel|,Travel,USA,CA,SF Bay Area,San Francisco,2012-12-01,2012-12,2012-Q4,2012.0,,USD
14297,,,,,,,,,,,,,,,,,,,,,,
50503,,,,,,,,,,,,,,,,,,,,,,
40351,,,,,,,,,,,,,,,,,,,,,,
51340,,,,,,,,,,,,,,,,,,,,,,
38827,,,,,,,,,,,,,,,,,,,,,,
52063,,,,,,,,,,,,,,,,,,,,,,
41834,,,,,,,,,,,,,,,,,,,,,,
24438,,,,,,,,,,,,,,,,,,,,,,
46314,,,,,,,,,,,,,,,,,,,,,,
7458,/organization/mousebreaker,Mousebreaker,|Games|,Games,GBR,,GBR - Other,Hilton,/organization/ipc-media,IPC Media,,,GBR,,London,London,2008-06-24,2008-06,2008-Q2,2008.0,,USD
46207,,,,,,,,,,,,,,,,,,,,,,
15324,,,,,,,,,,,,,,,,,,,,,,
15539,,,,,,,,,,,,,,,,,,,,,,
12852,/organization/xlnt,XLNT,,,,,,,/organization/intel,Intel,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Santa Clara,1999-01-01,1999-01,1999-Q1,1999.0,,USD
47325,,,,,,,,,,,,,,,,,,,,,,
43711,,,,,,,,,,,,,,,,,,,,,,
44017,,,,,,,,,,,,,,,,,,,,,,
47769,,,,,,,,,,,,,,,,,,,,,,
44645,,,,,,,,,,,,,,,,,,,,,,
13914,,,,,,,,,,,,,,,,,,,,,,
48768,,,,,,,,,,,,,,,,,,,,,,
16733,,,,,,,,,,,,,,,,,,,,,,
28682,,,,,,,,,,,,,,,,,,,,,,
7027,/organization/medioh,Medioh!,|Mobile Video|iPhone|Developer APIs|Search|Video|Games|,Games,USA,CO,Denver,Boulder,/organization/kudelski-group,Kudelski Group,|Hardware + Software|,Hardware + Software,CHE,,CHE - Other,Cheseaux,2009-10-09,2009-10,2009-Q4,2009.0,,USD
36474,,,,,,,,,,,,,,,,,,,,,,
34233,,,,,,,,,,,,,,,,,,,,,,
6365,/organization/language-weaver,Language Weaver,|Software|,Software,USA,CA,Los Angeles,Los Angeles,/organization/sdl-international,SDL plc,|Cloud Computing|Software|,Cloud Computing,GBR,,London,Maidenhead,2010-07-15,2010-07,2010-Q3,2010.0," 42,500,000 ",USD
16814,,,,,,,,,,,,,,,,,,,,,,
7530,/organization/mundo-communications-network,Mundo Communications Network,,,,,,,/organization/outerwall,Outerwall,|Consumers|,Consumers,USA,WA,Seattle,Bellevue,2005-03-09,2005-03,2005-Q1,2005.0,,USD
38447,,,,,,,,,,,,,,,,,,,,,,
54923,,,,,,,,,,,,,,,,,,,,,,
10775,/organization/sports-express,Sports Express,|Shipping|Travel|,Travel,,,,,/organization/luggage-forward,Luggage Forward,|Logistics|Shipping|Transportation|Travel|,Transportation,USA,MA,Boston,Boston,2009-07-27,2009-07,2009-Q3,2009.0,,USD
28632,,,,,,,,,,,,,,,,,,,,,,
46357,,,,,,,,,,,,,,,,,,,,,,
6222,/organization/kingfish-labs,Kingfish Labs,|Software|,Software,USA,NY,New York City,New York,/organization/buzzfeed,BuzzFeed,|Entertainment|News|,Entertainment,USA,NY,New York City,New York,2012-09-11,2012-09,2012-Q3,2012.0,,USD
41849,,,,,,,,,,,,,,,,,,,,,,
6437,/organization/legato-systems,Legato Systems,|Storage|Business Services|Software|,Software,USA,CA,SF Bay Area,Mountain View,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2003-10-21,2003-10,2003-Q4,2003.0,,USD
35682,,,,,,,,,,,,,,,,,,,,,,
44303,,,,,,,,,,,,,,,,,,,,,,
52276,,,,,,,,,,,,,,,,,,,,,,
36994,,,,,,,,,,,,,,,,,,,,,,
892,/organization/aptina,Aptina,|Mobile|Sensors|Semiconductors|,Semiconductors,,,,,/organization/on-semiconductor,ON Semiconductor,|Semiconductors|,Semiconductors,USA,AZ,Phoenix,Phoenix,2014-06-09,2014-06,2014-Q2,2014.0," 400,000,000 ",USD
12488,/organization/voxeo,Voxeo,|VoIP|Chat|Web Hosting|,VoIP,DEU,,Cologne,Cologne,/organization/aspect-software,Aspect Software,|Collaboration|Customer Service|Unifed Communications|Contact Centers|Software|,Collaboration,USA,MA,Boston,Chelmsford,2013-07-10,2013-07,2013-Q3,2013.0," 150,000,000 ",USD
46186,,,,,,,,,,,,,,,,,,,,,,
48662,,,,,,,,,,,,,,,,,,,,,,
6292,/organization/kraftwerk-agentur-fr-neue-kommunikation-gmbh,Kommunikations GmbH,,,,,,,/organization/westcon-group,Westcon Group,|Security|,Security,USA,NY,New York City,Tarrytown,2011-07-13,2011-07,2011-Q3,2011.0,,USD
17458,,,,,,,,,,,,,,,,,,,,,,
29830,,,,,,,,,,,,,,,,,,,,,,
46769,,,,,,,,,,,,,,,,,,,,,,
37101,,,,,,,,,,,,,,,,,,,,,,
47167,,,,,,,,,,,,,,,,,,,,,,
53233,,,,,,,,,,,,,,,,,,,,,,
51686,,,,,,,,,,,,,,,,,,,,,,
8785,/organization/pinreach,PinReach,|Analytics|,Analytics,,,,,/organization/nervewire-corporation,Nervewire Corporation,,,,,,,2012-07-01,2012-07,2012-Q3,2012.0,,USD
49029,,,,,,,,,,,,,,,,,,,,,,
9598,/organization/residential-capital-management,Residential Capital Management,|Real Estate Investors|Property Management|Real Estate|,Real Estate,USA,GA,Atlanta,Atlanta,/organization/premium-point-investments,Premium Point Investments,,,USA,NY,New York City,New York,2014-10-14,2014-10,2014-Q4,2014.0,,USD
15485,,,,,,,,,,,,,,,,,,,,,,
8934,/organization/pomellato,Pomellato,|Jewelry|,Jewelry,ITA,,Milan,Milano,/organization/kering,Kering,|Fashion|,Fashion,FRA,,Paris,Paris,2013-04-24,2013-04,2013-Q2,2013.0,,USD
23593,,,,,,,,,,,,,,,,,,,,,,
53090,,,,,,,,,,,,,,,,,,,,,,
39073,,,,,,,,,,,,,,,,,,,,,,
19183,,,,,,,,,,,,,,,,,,,,,,
25623,,,,,,,,,,,,,,,,,,,,,,
42841,,,,,,,,,,,,,,,,,,,,,,
37369,,,,,,,,,,,,,,,,,,,,,,
7468,/organization/movetis,Movetis,|Biotechnology|,Biotechnology,BEL,,BEL - Other,Turnhout,/organization/shire,Shire,|Medical Devices|Pharmaceuticals|Biotechnology|,Medical Devices,IRL,,Dublin,Dublin,2010-08-03,2010-08,2010-Q3,2010.0," 565,000,000 ",USD
30301,,,,,,,,,,,,,,,,,,,,,,
22274,,,,,,,,,,,,,,,,,,,,,,
38276,,,,,,,,,,,,,,,,,,,,,,
11803,/organization/trigeo-network-security,TriGeo Network Security,|Security|,Security,USA,ID,ID - Other,Post Falls,/organization/solarwinds,SolarWinds,|Software|,Software,USA,TX,Austin,Austin,2011-06-23,2011-06,2011-Q2,2011.0,,USD
5004,/organization/guestbridge,GuestBridge,|Software|,Software,USA,WI,Milwaukee,Milwaukee,/organization/opentable,OpenTable,|Business Services|Hospitality|,Business Services,USA,CA,SF Bay Area,San Francisco,2009-09-15,2009-09,2009-Q3,2009.0," 3,000,000 ",USD
53570,,,,,,,,,,,,,,,,,,,,,,
54369,,,,,,,,,,,,,,,,,,,,,,
999,/organization/ascent-healthcare-solutions,Ascent Healthcare Solutions,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Phoenix,/organization/stryker,Stryker,|Biotechnology|,Biotechnology,USA,MI,Kalamazoo,Kalamazoo,2009-12-01,2009-12,2009-Q4,2009.0," 525,000,000 ",USD
14088,,,,,,,,,,,,,,,,,,,,,,
46093,,,,,,,,,,,,,,,,,,,,,,
32903,,,,,,,,,,,,,,,,,,,,,,
34730,,,,,,,,,,,,,,,,,,,,,,
41224,,,,,,,,,,,,,,,,,,,,,,
29170,,,,,,,,,,,,,,,,,,,,,,
7694,/organization/neighborhood-diabetes,Neighborhood Diabetes,|Independent Pharmacies|Diabetes|Senior Health|Health and Wellness|Health Care|Health Services Industry|Medical|Medical Devices|,Senior Health,USA,MA,Boston,Billerica,/organization/insulet,Insulet,|Health Care|Biotechnology|,Health Care,USA,MA,Boston,Bedford,2011-06-02,2011-06,2011-Q2,2011.0," 63,000,000 ",USD
36491,,,,,,,,,,,,,,,,,,,,,,
39790,,,,,,,,,,,,,,,,,,,,,,
12606,/organization/webshots,Webshots,|Utilities|Photography|,Utilities,USA,CA,SF Bay Area,Corte Madera,/organization/threefold-photos,Threefold Photos,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Corte Madera,2012-10-02,2012-10,2012-Q4,2012.0,,USD
2430,/organization/cloud-9-wireless,Cloud Nine Media,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/boingo-wireless,Boingo Wireless,|Telecommunications|Software|,Telecommunications,USA,CA,Los Angeles,Los Angeles,2012-08-08,2012-08,2012-Q3,2012.0,,USD
21198,,,,,,,,,,,,,,,,,,,,,,
36653,,,,,,,,,,,,,,,,,,,,,,
27905,,,,,,,,,,,,,,,,,,,,,,
26894,,,,,,,,,,,,,,,,,,,,,,
53247,,,,,,,,,,,,,,,,,,,,,,
28400,,,,,,,,,,,,,,,,,,,,,,
37556,,,,,,,,,,,,,,,,,,,,,,
1617,/organization/bluff-wars,Bluff Wars,|Apps|Mobile Games|Social Games|,Apps,,,,,/organization/fangtooth-studios,FangTooth Studios,|Application Platforms|Mobile Social|Mobile|,Mobile Social,,,,,2014-03-15,2014-03,2014-Q1,2014.0,,USD
39899,,,,,,,,,,,,,,,,,,,,,,
46452,,,,,,,,,,,,,,,,,,,,,,
10194,/organization/shenzhen-jiama-information-system,Shenzhen Jiama Information System,,,,,,,/organization/kingdee,Kingdee,|Enterprises|Enterprise Software|,Enterprise Software,CHN,,Shenzhen,Shenzhen,2010-01-25,2010-01,2010-Q1,2010.0,,USD
36014,,,,,,,,,,,,,,,,,,,,,,
20032,,,,,,,,,,,,,,,,,,,,,,
47184,,,,,,,,,,,,,,,,,,,,,,
32321,,,,,,,,,,,,,,,,,,,,,,
43170,,,,,,,,,,,,,,,,,,,,,,
37953,,,,,,,,,,,,,,,,,,,,,,
50696,,,,,,,,,,,,,,,,,,,,,,
43346,,,,,,,,,,,,,,,,,,,,,,
30111,,,,,,,,,,,,,,,,,,,,,,
28013,,,,,,,,,,,,,,,,,,,,,,
27469,,,,,,,,,,,,,,,,,,,,,,
5279,/organization/huddle-house,Huddle House,,,USA,GA,Atlanta,Atlanta,/organization/sentinel-capital-partners,Sentinel Capital Partners,,,USA,NY,New York City,New York,2012-01-01,2012-01,2012-Q1,2012.0,,USD
19335,,,,,,,,,,,,,,,,,,,,,,
39620,,,,,,,,,,,,,,,,,,,,,,
26788,,,,,,,,,,,,,,,,,,,,,,
53192,,,,,,,,,,,,,,,,,,,,,,
25384,,,,,,,,,,,,,,,,,,,,,,
6296,/organization/konfabulator,Konfabulator,,,,,,,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2005-07-25,2005-07,2005-Q3,2005.0,,USD
4486,/organization/fruit-of-the-loom,Fruit of the Loom,|E-Commerce|,E-Commerce,USA,KY,KY - Other,Bowling Green,/organization/berkshire-hathaway-corp,Berkshire Hathaway Corp.,|Insurance|,Insurance,USA,NE,Omaha,Omaha,2002-04-29,2002-04,2002-Q2,2002.0,,USD
11754,/organization/travelclick,TravelCLICK,|Hotels|Hospitality|,Hotels,USA,NY,New York City,New York,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2014-05-12,2014-05,2014-Q2,2014.0," 930,000,000 ",USD
3517,/organization/dwinq,dwinQ,|Photography|NFC|RFID|Social Media Marketing|Mobile|,NFC,CHE,,Geneva,Geneva,/organization/reallifeconnect,RealLifeConnect,|Facebook Applications|Social Media|NFC|RFID|Software|,Facebook Applications,AUT,,Vienna,Vienna,2014-05-01,2014-05,2014-Q2,2014.0,,USD
17240,,,,,,,,,,,,,,,,,,,,,,
10008,/organization/seawell-networks,SeaWell Networks,|Software|,Software,CAN,ON,Toronto,Mississauga,/organization/arris-group,Arris Group,|Public Relations|,Public Relations,USA,GA,Atlanta,Suwanee,2014-04-20,2014-04,2014-Q2,2014.0,,USD
44920,,,,,,,,,,,,,,,,,,,,,,
49321,,,,,,,,,,,,,,,,,,,,,,
36071,,,,,,,,,,,,,,,,,,,,,,
33955,,,,,,,,,,,,,,,,,,,,,,
51546,,,,,,,,,,,,,,,,,,,,,,
34597,,,,,,,,,,,,,,,,,,,,,,
14835,,,,,,,,,,,,,,,,,,,,,,
8617,/organization/peekaboo-mobile,Peekaboo Mobile,|Mobile|,Mobile,USA,MA,Boston,Boston,/organization/nsphere,nSphere,|Enterprise Software|,Enterprise Software,USA,MA,Boston,Boston,2011-04-11,2011-04,2011-Q2,2011.0,,USD
38212,,,,,,,,,,,,,,,,,,,,,,
36600,,,,,,,,,,,,,,,,,,,,,,
51668,,,,,,,,,,,,,,,,,,,,,,
43718,,,,,,,,,,,,,,,,,,,,,,
25469,,,,,,,,,,,,,,,,,,,,,,
30734,,,,,,,,,,,,,,,,,,,,,,
31815,,,,,,,,,,,,,,,,,,,,,,
33503,,,,,,,,,,,,,,,,,,,,,,
20966,,,,,,,,,,,,,,,,,,,,,,
36877,,,,,,,,,,,,,,,,,,,,,,
44938,,,,,,,,,,,,,,,,,,,,,,
5766,/organization/intergen,Intergen,|Information Services|Information Technology|Technology|,Technology,NZL,,Wellington,Wellington,/organization/empired,Empired,|Software|,Software,,,,,2014-10-21,2014-10,2014-Q4,2014.0," 19,300,000 ",NZD
22018,,,,,,,,,,,,,,,,,,,,,,
1399,/organization/benesight,Benesight,,,,,,,/organization/fiserv,Fiserv,|Information Technology|,Information Technology,USA,WI,Milwaukee,Brookfield,2001-12-24,2001-12,2001-Q4,2001.0,,USD
35866,,,,,,,,,,,,,,,,,,,,,,
39222,,,,,,,,,,,,,,,,,,,,,,
4174,/organization/fathom-online,Fathom Online,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/geary-interactive,Geary Interactive,|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,2008-03-29,2008-03,2008-Q1,2008.0,,USD
31012,,,,,,,,,,,,,,,,,,,,,,
8539,/organization/parc-technologies,Parc Technologies,,,,,,,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2004-07-08,2004-07,2004-Q3,2004.0,,USD
6479,/organization/lexipol,Lexipol,|Training|Risk Management|,Risk Management,USA,CA,Anaheim,Aliso Viejo,/organization/riverside,Riverside Company,,,USA,GA,Atlanta,Atlanta,2014-08-22,2014-08,2014-Q3,2014.0,,USD
46130,,,,,,,,,,,,,,,,,,,,,,
15967,,,,,,,,,,,,,,,,,,,,,,
23222,,,,,,,,,,,,,,,,,,,,,,
14311,,,,,,,,,,,,,,,,,,,,,,
129,/organization/abacus-international,Abacus International,,,,,,,/organization/decision-resources-group,Decision Resources Group,|Pharmaceuticals|Medical Devices|Health Care|Hospitals|,Health Care,USA,MA,Boston,Burlington,2012-12-04,2012-12,2012-Q4,2012.0,,USD
31505,,,,,,,,,,,,,,,,,,,,,,
44622,,,,,,,,,,,,,,,,,,,,,,
17671,,,,,,,,,,,,,,,,,,,,,,
22258,,,,,,,,,,,,,,,,,,,,,,
5140,/organization/hellowallet,HelloWallet,|Software|,Software,USA,DC,"Washington, D.C.",Washington,/organization/morningstar,Morningstar,|Investment Management|Software|,Investment Management,USA,IL,Chicago,Chicago,2014-05-29,2014-05,2014-Q2,2014.0," 5,250,000 ",USD
54009,,,,,,,,,,,,,,,,,,,,,,
48120,,,,,,,,,,,,,,,,,,,,,,
23576,,,,,,,,,,,,,,,,,,,,,,
46531,,,,,,,,,,,,,,,,,,,,,,
17319,,,,,,,,,,,,,,,,,,,,,,
10510,/organization/so-television,So Television,|Games|,Games,GBR,,London,London,/organization/itv,ITV,|Curated Web|,Curated Web,GBR,,London,London,2012-09-03,2012-09,2012-Q3,2012.0," 17,000,000 ",GBP
12330,/organization/viki,Viki,|Entertainment|Translation|Crowdsourcing|Television|Video on Demand|Video|Curated Web|,Television,KOR,,Seoul,Seoul,/organization/rakuten,Rakuten,|Travel|World Domination|E-Commerce|Curated Web|,Travel,JPN,,Tokyo,Tokyo,2013-09-01,2013-09,2013-Q3,2013.0," 200,000,000 ",USD
11198,/organization/tarpipe,tarpipe,|Automotive|Video Streaming|Media|Social Media|Publishing|Curated Web|,Curated Web,PRT,,Lisbon,Lisbon,/organization/cloudwork,CloudWork,|SaaS|CRM|Data Integration|Enterprise Software|,SaaS,ESP,,Barcelona,Barcelona,2012-10-17,2012-10,2012-Q4,2012.0,,USD
32192,,,,,,,,,,,,,,,,,,,,,,
23520,,,,,,,,,,,,,,,,,,,,,,
48401,,,,,,,,,,,,,,,,,,,,,,
7717,/organization/nerdist,Nerdist,|Public Relations|,Public Relations,USA,CA,Los Angeles,West Hollywood,/organization/legendary-entertainment,Legendary Entertainment,|Entertainment|Film Production|Games|,Film Production,USA,CA,Los Angeles,Burbank,2012-07-10,2012-07,2012-Q3,2012.0,,USD
34329,,,,,,,,,,,,,,,,,,,,,,
19804,,,,,,,,,,,,,,,,,,,,,,
12940,/organization/youtube,YouTube,|Video|Online Rental|Entertainment|Games|,Games,USA,CA,SF Bay Area,San Bruno,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2006-10-01,2006-10,2006-Q4,2006.0," 1,650,000,000 ",USD
42387,,,,,,,,,,,,,,,,,,,,,,
1629,/organization/bodybuilding-com,Bodybuilding.com,|Dietary Supplements|Fitness|Exercise|E-Commerce|,Fitness,USA,ID,ID - Other,Meridian,/organization/libertymedia,Liberty Media,|E-Commerce|,E-Commerce,USA,CO,Denver,Englewood,2008-01-01,2008-01,2008-Q1,2008.0," 100,000,000 ",USD
49154,,,,,,,,,,,,,,,,,,,,,,
6015,/organization/jha-payment-processing-solutions,JHA Payment Processing Solutions,,,USA,WA,Seattle,Seattle,/organization/jack-henry-associates,Jack Henry & Associates,|Enterprise Software|,Enterprise Software,USA,MO,Branson,Monett,2009-10-01,2009-10,2009-Q4,2009.0,,USD
31647,,,,,,,,,,,,,,,,,,,,,,
28903,,,,,,,,,,,,,,,,,,,,,,
34580,,,,,,,,,,,,,,,,,,,,,,
52058,,,,,,,,,,,,,,,,,,,,,,
50960,,,,,,,,,,,,,,,,,,,,,,
24314,,,,,,,,,,,,,,,,,,,,,,
31385,,,,,,,,,,,,,,,,,,,,,,
29209,,,,,,,,,,,,,,,,,,,,,,
19041,,,,,,,,,,,,,,,,,,,,,,
34892,,,,,,,,,,,,,,,,,,,,,,
50944,,,,,,,,,,,,,,,,,,,,,,
41230,,,,,,,,,,,,,,,,,,,,,,
5430,/organization/ift-tomatoes,IFT Tomatoes,,,,,,,/organization/accord5,ACCORD5,|Software|,Software,,,,,2007-06-10,2007-06,2007-Q2,2007.0,,USD
15044,,,,,,,,,,,,,,,,,,,,,,
30408,,,,,,,,,,,,,,,,,,,,,,
26459,,,,,,,,,,,,,,,,,,,,,,
7627,/organization/nashoba-systems,Nashoba Systems,,,,,,,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,1988-07-11,1988-07,1988-Q3,1988.0,,USD
12055,/organization/unlimitel,Unlimitel,|Public Relations|,Public Relations,CAN,ON,ON - Other,Casselman,/organization/primus-telecommunications,Primus Telecommunications,|Public Relations|,Public Relations,USA,VA,"Washington, D.C.",Mclean,2011-04-07,2011-04,2011-Q2,2011.0,,USD
22933,,,,,,,,,,,,,,,,,,,,,,
12417,/organization/vivasmart,VivaSmart,|Comparison Shopping|Curated Web|,Curated Web,,,,,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2000-06-30,2000-06,2000-Q2,2000.0," 8,900,000 ",USD
38856,,,,,,,,,,,,,,,,,,,,,,
